venue_name,date,review
Rickshaw Stop,"Nov 29, 2023","Fun little venue with a bar and an upstairs section. Parking is terrible, so take BART."
Rickshaw Stop,"Oct 29, 2023","Saw a few of my favorite bands. Including girl in a coma, k. Flay, and Your Smith. Got to meet the band members every time. I always enjoy this venue. I go for the drink specials...best for the price so far, in my opinion. Update, I just saw g. Flip there and they were amazing !"
Rickshaw Stop,"Oct 29, 2023",Great little venue in Hayes Valley.
Rickshaw Stop,"Oct 29, 2023",
Rickshaw Stop,"Oct 29, 2023",
Rickshaw Stop,"Oct 29, 2023",
Rickshaw Stop,"Oct 29, 2023",Great acts and service - one of the best venues in the city no doubt
Rickshaw Stop,"Oct 29, 2023",
Rickshaw Stop,"Oct 29, 2023","Lot of fun, small indie venue.  Always enjoy concerts at Rickshaw."
Rickshaw Stop,"Oct 29, 2023",
Rickshaw Stop,"Oct 29, 2023",Great place! Nice staff and sound.
Rickshaw Stop,"Oct 29, 2023",Awesome and unique venue. Often very early on artists that end up being huge. Staff is super friendly. Everything you want in an independent local venue.
Rickshaw Stop,"Oct 29, 2023",
Rickshaw Stop,"Oct 29, 2023",Venue is just terrible. Feel like a run down tyre factory. Might be good for raves
Rickshaw Stop,"Oct 29, 2023",
Rickshaw Stop,"Oct 29, 2023",
Rickshaw Stop,"Sep 29, 2023","Show was great, crowd not so much. Venue was WAY oversold."
Rickshaw Stop,"Sep 29, 2023",
Rickshaw Stop,"Sep 29, 2023",
Rickshaw Stop,"Sep 29, 2023",
Rickshaw Stop,"Sep 29, 2023","Love to see shows here! All ages! Dont be a stupid teenager, and think 5 of you can smoke in the bathroom(((dumb))) You will get kicked out!!"
Rickshaw Stop,"Sep 29, 2023",
Rickshaw Stop,"Sep 29, 2023","Clean, nice customer service.  The food was nice and big portion.   The pork ribs was a bit too salty.  Worth money."
Rickshaw Stop,"Sep 29, 2023",
Rickshaw Stop,"Sep 29, 2023",
Rickshaw Stop,"Aug 29, 2023",Made good memories here
Rickshaw Stop,"Aug 29, 2023","This is my favorite venue in SF! The staff are hilarious and super nice. It s very intimate, and it s super easy to get drinks during/after the show. Also, I REALLY appreciate that they have A/C, it s one of the only venues I don t get uncomfortably hot at."
Rickshaw Stop,"Aug 29, 2023",Nice little venue!
Rickshaw Stop,"Aug 29, 2023",Very fun venue with lots of musical acts!!  About the size of Great Northern with a nice balcony also.
Rickshaw Stop,"Aug 29, 2023",
Rickshaw Stop,"Aug 29, 2023",
Rickshaw Stop,"Aug 29, 2023",
Rickshaw Stop,"Jul 29, 2023","A classic venue to see indie bands. Good bar and staff. Sound can be a bit off sometimes, depends on the band. Acts go on quite late for us oldies."
Rickshaw Stop,"Jul 29, 2023","Friendly staff, good sound quality. I took a star off for their lack of bourbon choices and the bathroom, while functional and *relatively* clean, is a bit musty due to lack of air circulation."
Rickshaw Stop,"Jul 29, 2023","They wouldnt open the doors until the DJs were ready or 20 minutes after scheduled start time. They dont offer drink tickets along with the entry fee. The service fee if you buy tickets online is too high and it is not worth it, better buying at the door. Doesnt seem they had food to order there. There was a minor water leak in the ceiling in the dance floor area that occasionally dripped with noticeable water on the floor.  The decor looked rather old and the second floor was closed off for unknown reasons. The DJ song selection was somewhat poor and very obscure, not playing any of the commercial hits (in regards to the italo-disco event)."
Rickshaw Stop,"Jul 29, 2023","Great little cozy music venue to listen to small bands on tour. Their bar is small, but the serve a mean cocktail. Pricing is more than fair. Check out their website. You d be surprised whose playing."
Rickshaw Stop,"Jul 29, 2023",
Rickshaw Stop,"Jul 29, 2023",
Rickshaw Stop,"Jul 29, 2023",Great venue for a show that you will not soon forget
Rickshaw Stop,"Jul 29, 2023",
Rickshaw Stop,"Jul 29, 2023","Bartenders need to step their game up and be kind. The venue is a great place to see live music, but the bartenders tarnish the vibe."
Rickshaw Stop,"Jun 29, 2023",
Rickshaw Stop,"Jun 29, 2023",Good first experience. Themed  cozy
Rickshaw Stop,"May 29, 2023","The place itself is a bit... dingy - often crowded, dark, not the best service at the bar, etc - but they do have really interesting events with eclectic themes, so worth keeping an eye on their calendar."
Rickshaw Stop,"May 29, 2023","Bartenders were great, and cheap beer never hurts."
Rickshaw Stop,"Apr 29, 2023",Always amazing .....the bartender G made a savory whiskey sour.  Great spot and feeling
Rickshaw Stop,"Apr 29, 2023",
Rickshaw Stop,"Apr 29, 2023",Wonderful entertainment and music with friends who have had delicious dinks!
Rickshaw Stop,"Apr 29, 2023",
Rickshaw Stop,"Apr 29, 2023","A very intimate music venue, and to describe it as a hole in the wall would be on point.  No real signage on the outside, but the vibe and atmosphere on the inside are fantastic.  I would definitely see another concert here again."
Rickshaw Stop,"Apr 29, 2023",
Rickshaw Stop,"Apr 29, 2023","Terrible venue, the layout is small and suffocating, the staff and manager are very rude. 2/10, would not recommend coming here"
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Amazing vibes. Great music and staff makes sure everyone is safe and has fun
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023","Awesome little venue in San Francisco. The drinks are overpriced, but what do you expect in SF? The atmosphere is where this place really shines. Small club, relaxed vibe, with excellent artists coming through. Ive only been for one show, but I absolutely intend to visit more. Parking sucks in the area. Either use rideshare or mass transit, or be prepared to pay at least $20, IF you can find an open lot nearby."
Rickshaw Stop,"Mar 29, 2023","The Rickshaw is my favorite venue in the city. Great staff, drink prices that remain reasonable, and always the kind of place to catch an up-and-coming band or and old favorite as they make it through San Francisco. Been there dozens of times and will many more before my showgoing years are through"
Rickshaw Stop,"Mar 29, 2023",Cheap drinks. Sound system could be better but okay
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Cozy and so much fun!!!
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Nice place
Rickshaw Stop,"Mar 29, 2023",Nice small concert venue.  Has a nice bar and upstairs area. Its old and run down but that gives it its own vibe
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Pleasant venue
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Hey 3 bands wow 20 fun old an young
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023","Great atmosphere, very nice staff & good drinks. Would post pics if i had taken any."
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Awesome comfy venue. Easy parking and good drinks!
Rickshaw Stop,"Mar 29, 2023","very laid back, good drinks"
Rickshaw Stop,"Mar 29, 2023",Great location
Rickshaw Stop,"Mar 29, 2023","Staff was really rude.The short one with tattoos and short brown hair is extremely rude and strict. She would just chill in the bathroom waiting to get someone in trouble. I was dancing on stage with a huge crowd, they came up to me personally and said I needed to get down and cannot be up there right now then left. Everyone else stayed on stage. Later in the night people started to get on stage again and so I went up to her and asked and she said oh yeah they are letting them do that now. Ridiculous and rude. Literally go to any other club."
Rickshaw Stop,"Mar 29, 2023",Excellent small venue to see Bands.  Ill definitely be back to see more here.
Rickshaw Stop,"Mar 29, 2023","Superb! So inclusive, brainy and fun!"
Rickshaw Stop,"Mar 29, 2023",Emo Nite
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Fun place!
Rickshaw Stop,"Mar 29, 2023",Solid venue! Caught Kid Francescoli at Popscene and it was great. The bar is located so you can still watch the show while you order and theres a balcony for a smallish crowd to watch up top.
Rickshaw Stop,"Mar 29, 2023","Very small venue, but solid sound system and cheap drinks!"
Rickshaw Stop,"Mar 29, 2023",Awesome venue! With a bar too!
Rickshaw Stop,"Mar 29, 2023",Most best concert venue
Rickshaw Stop,"Mar 29, 2023",All in all its a cute venue to see live performances. It has a bar and an upstairs with chairs and sofas.
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023","Love this venue. We hit it up every couple of months for an event called Emonite. The place has a neat little balcony area and two bars, cant complain about where its located either. The staff are always chill and the events are a blast   great sound system, lights, aesthetic. It does get humid like crazy in there with enough bodies, only downside, and even then its ignorable with in/out access."
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Cute local venue for interesting concerts
Rickshaw Stop,"Mar 29, 2023","great spot,good staff,nice and friendly"
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023","Terrific venue. Great sound, good sight lines to the stage. Bartenders and staff are friendly."
Rickshaw Stop,"Mar 29, 2023","great venue bringing up and coming artist to the spot light, vibes are immaculate, crowd is always a good mix, sound system doesnt disappointment and there are few different nice areas to hang and enjoy performances. Reminds me LA"
Rickshaw Stop,"Mar 29, 2023",
Rickshaw Stop,"Mar 29, 2023",Its a cozy concert room but doesnt have good ventilation. They do church the vaccination card but one person in our party got Covid after the concert. I was wearing a mask and tested negatif.
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022","This spot is rad. Caught some incredible shows here. Great sound and lights!  It is run pretty loud, heads up. They have comfortable chairs and couches upstairs. Overall very welcoming, great acts, and Ill definitely stop in again next time Im in town!"
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",Great place to see love music
Rickshaw Stop,"Mar 29, 2022","Tried calling to find out ticket prices at the door, staff couldn t tell me and hung up. Extremely rude, will take my business elsewhere."
Rickshaw Stop,"Mar 29, 2022","One of the best music venues on the West Coast. I am doing amazing Sound system, stage and wonderful staff."
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",Love this spot for a good quirky show
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",It was fun. A small venue to see some good music.
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",Great dance and concert venue. Loads of fun at Robert Delong concert.
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",This was such a cute venue! They have an upper level with couches and comfy seating
Rickshaw Stop,"Mar 29, 2022",Cool venue with a great staff!
Rickshaw Stop,"Mar 29, 2022",Great venue and great show! It was my first time there and I will definitely go back in the future
Rickshaw Stop,"Mar 29, 2022",Great live music venue.
Rickshaw Stop,"Mar 29, 2022",Small intimate place to see a rock show. Acoustics weren t great but overall a good time.
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022","I had a blast. Great atmosphere and the staff was amiable, professional. We need more punks to run independent businesses. Too bad, not enough hardcore and experimental metal shows at this spot. But, Im glad SF has a spot for bands to perform in the future."
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",Killer club for live Metal show
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",Des Rocs was amazing. The lights were great
Rickshaw Stop,"Mar 29, 2022",Cozy but accessible venue with friendly and attentive staff. The lighting and sound was AMAZING
Rickshaw Stop,"Mar 29, 2022",Not a great experience. Staff was way too strict and made everyone feel unwelcome from the second we stepped in line. Made the experience super stressful and not fun and took away from the music. Seemed like they wanted to make it hard to have fun. Wouldn t recommend going here pick another concert somewhere else!
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022","Popscene, emo night, there are plenty of really unique events that allow you to see amazing bands in an intimate space. Many of these bands have gone on to become very famous, and some of my fondest memories are that I got to see them before they were famous here =)"
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",Probably my favorite music venue in SF
Rickshaw Stop,"Mar 29, 2022",A small but great venue. Saw meg and dia. Cant wait for them to come back with concerts.
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022","The employees, music, and crowd were great. They know what they re doing and this is a place where good times are had. Go."
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2022","Ive been to dozens of venues in cities around the world and this is one of my top 2 or 3 faves. The vibe has been super convivial every time Ive gone there, the sound is excellent, the stage lighting is low key, staff is courteous and professional, bar selections arent trying too hard, the balcony area is a comfy place to chill   the whole place is pretty ideal for a night of indie music."
Rickshaw Stop,"Mar 29, 2022",I had a great time there last night!
Rickshaw Stop,"Mar 29, 2022",Very comfortable vibe.  The Sanctions are an coming pop group with lots original talent.
Rickshaw Stop,"Mar 29, 2022",
Rickshaw Stop,"Mar 29, 2021",Great little venue for live shows. Hope to go back again...someday!
Rickshaw Stop,"Mar 29, 2021",Loved it
Rickshaw Stop,"Mar 29, 2021",
Rickshaw Stop,"Mar 29, 2021",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","I saw a band there, it was alright."
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Cute little venue to see metal and punk (and probably other) bands.  The Interior is nice but nothing special. What IS special is the effort they went to baffle the room for acoustics. The sound is great though they might look at boosting PA power to compensate. My new fave venue
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",One of the best local midsize venues.
Rickshaw Stop,"Mar 29, 2020",I love this SF venue. Great space to enjoy live music without the overbearing crowds.
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Very chill space, even when fairly crowded. The double balcony is really nice for making multiple places to hang back or come in for your favorite set, especially for short folks and those who prefer sitting down. Strong affordable drinks with nightly specials. Great supporter of local acts and local causes!"
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",First time at this venue incredible place great staff great place to see music in a small venue smallest venue. Ive been to in San Francisco with the biggest heart.
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Classic San Francisco music venue. Whoever books this place finds the best bands and artists first, before they blow up."
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Just a really cool local music venue. Visiting from out of town and I am so glad I stopped by!
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Great venue, personable atmosphere, and friendly bar staff. What else could you want ?"
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Nerd nigt!
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Music venue with eclectic drink collection. They usually have themed drinks for the evening s show. They have actual rickshaw s in the venue.
Rickshaw Stop,"Mar 29, 2020",One of the classiest hole in the walls San Francisco has to offer!
Rickshaw Stop,"Mar 29, 2020","The venue is great for a small SRO show. They have a second floor balcony with minimal seating. The acoustics are acceptable. They have a bar and serve alcohol. Depending on the headliner, it gets crowded. Very intimate stage. Its SF so the parking is non-existent aside from a few lots around the corner ranging from $10-25."
Rickshaw Stop,"Mar 29, 2020","I came to Rickshaw Stop to see Fakear. Ive been to Rickshaw stop back when I was 18 years old, and the event for Fakear was also 18 and over. It was good to see that this venue still hosts a nice and safe place for young adults. The drinks here are also priced reasonably and the venue has a lot of space. Most importantly its well ventilated!"
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Great bartenders, chill atmosphere, and comfy couches up top"
Rickshaw Stop,"Mar 29, 2020",Amazing venue for indie artist
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Great drinks great people never disappoints
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",This is basically SFs CBGB.
Rickshaw Stop,"Mar 29, 2020",Grungy crazy place but fun as heck! I am not the type to go to punk shows but saw Agnostic Front there and the place was chaotic in the best possible way. Staff were really cool and the overall atmosphere was amazing. Even amidst the mosh pit everyone made sure if someone fell down they would help them up and wipe up spilled drinks so no one would slip. Opened my eyes to a new genre of music. Would definitely repeat had a blast. 20$ cover at the door and drinks were generally 10$.
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Cool lil venue
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Great venue have some fantastic memories from here over the years
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Nice cozy Venue. . excellent staff..
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",One of the best venues in SF!
Rickshaw Stop,"Mar 29, 2020",Nuts
Rickshaw Stop,"Mar 29, 2020",Popscenes (thrusday night parties at Rickshaw Stop) are some of the best parties in town to discover new and upcoming music. Hosted by Aaron Axelson of Live105 and full of young hipsters looking for an affordable party. Tickets usually cost 12-15 bucks and drinks aint too bad for SF. Venue is small but intimate. Muse had their first SF show at this venue and ive seen countless SF debuts over the years. 18 and over. Pleanty of parking in the area at night.
Rickshaw Stop,"Mar 29, 2020",Large space perfect for a loud show! Sounded good! All of the staff were very nice to my friends and me.
Rickshaw Stop,"Mar 29, 2020",Free entry rsvp tickets  were not free. False advertising. Hope the $15 was worth it :)
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Hope in the wall but open layout, good for small bands or performances, good drinks."
Rickshaw Stop,"Mar 29, 2020",very COOL place ;)
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","A perfectly-sized, small venue."
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Had my glasses knocked off and got hit in the nose
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Tiny venue with a homey feel. Bar is cash under $10 so make sure to bring some if you only want one drink!! Friendly staff and great tunes.
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Great venue, small, happy venue."
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Genuinely swag venue with cool decor, nice bartenders, nice bouncers, nice sound people. Fun drinks."
Rickshaw Stop,"Mar 29, 2020",what a oddity
Rickshaw Stop,"Mar 29, 2020","Great venue great sound. Not classy,  comfy and funky. Great offbeat and alternative bands. I highly recommend going there, check out some bands and dance"
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",What an awesome space. Super smart and fun people!
Rickshaw Stop,"Mar 29, 2020","I love this place! If I go to San Francisco again, I will definitely visit here. Good performances, music tastes and exciting people."
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Live music concert was an amazing experience! It was just so small and crowded.
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",My absolute favorite live music venue in the city. Great sound system. Nice intimate setting to see some great local and national indie bands for not a lot of money.
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Just having good time listening to live shows and a good place to hang out for a bit
Rickshaw Stop,"Mar 29, 2020","Small space, not a great bar, but happens to host some some good bands. Gets pretty crowded during a concert though, I guess its the best to go earlier and save a space in the front and enjoy the music without getting too much in touch with the crowd and the bar."
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Great spot for live music - small venue but worked for the Reubens!!
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Great place, friendly staff"
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Got to figure the line out...otherwise fantastic.
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Wonderful you must witness Inspector Gadge the Balkan brass band they have such hoppable bass lines (on tuba) and the clarinetist is to die for you simply must hear her. You can get a beer here.
Rickshaw Stop,"Mar 29, 2020",You can stand on the tables on the left side and still see the stage from the middle of the room.
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",fire!
Rickshaw Stop,"Mar 29, 2020",Great small venue
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Best place ever
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020","Great place to see a show, small venue"
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",small venue with not much ventilation
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",Sweet venue with cool less mainstream bands
Rickshaw Stop,"Mar 29, 2020",too many people. Its hard to breathe
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2020",
Rickshaw Stop,"Mar 29, 2019","This was a really fun venue with really easy street parking out front. Thats a huge plus. The only issues  that I had was the sound was all over the place with instruments sounds a lot louder than others etc. Also the show started an hour after expected which sucks to just be standing there not seeing who you came to see. Pretty standard for a lot of venues though so this place is cheap and fun, go see a band you know there and get close like I did."
Rickshaw Stop,"Mar 29, 2019",
