venue_name,date,review
Art Boutiki Music Hall,"Aug 29, 2023","It s a former comic-gaming store that s using the stage for the usual stage purposes now.  Small venue using banquet hall chairs (with a few sofas picked up from the side of the road strewn on the sides), tragic from-frozen snacks, and of course overpriced alcohol. I went to see comedy, maybe better floor plan for music (and less need for libations)."
Art Boutiki Music Hall,"Aug 29, 2023",Such a fun spot!!
Art Boutiki Music Hall,"Aug 29, 2023","Great, uniquely San Jose venue.  Part comic shop, part bar, part music/film spot."
Art Boutiki Music Hall,"Jul 29, 2023",
Art Boutiki Music Hall,"Jun 29, 2023",
Art Boutiki Music Hall,"Jun 29, 2023",Great place to see live music
Art Boutiki Music Hall,"May 29, 2023",
Art Boutiki Music Hall,"Apr 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",Came here to check out some live in music. Has a cool vibe.  Seriously need to do some dusting on your lobby area shelves though.  I pulled out a book to read and almost choked.
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023","Part store, part music hall, filled with curiosities and memorabilia. Great place for live music, although the plastic wedding chairs get old in the butt. Wine, beer and small bites available. Parking stinks in the neighborhood, so get a ride or take the 22, 522, or 64B bus to get there."
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",Nice environnment!
Art Boutiki Music Hall,"Mar 29, 2023","Sound, lighting, stage is great. Not enough seating, we were not informed prior to purchasing a ticket that majority of guests would be standing.  Limited wine and beer selection. Difficult to find parking."
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023","Fun spot for live music. One of those places that you will see a band that one day makes it big and you will say, I saw that band at a cool little spot in San Jose one night. Beer, wine, and quality sodas available as well as some hot food on the night we went. Front of the space is a comics/record store."
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",One a very few places where music loving dogs can hang out. Nice sounding room too.
Art Boutiki Music Hall,"Mar 29, 2023","This place is a hidden gem. A non-assuming comic book shop opens into a wonderful all-ages music hall. Beer, wine, food, and some of the best local bands the Bay Area has to offer!"
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",I absolutely LOVE this place. Great venue for live music plus its a great comic book store plus they have all kinds of great art and other cool stuff.
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",I been here multiple times to see different groups but mainly the nightcaps.. Definitely a cool place to hang out with friends and enjoy a bit of music!
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",Great little venue with good vibes. Check out a show here!
Art Boutiki Music Hall,"Mar 29, 2023","Awesome venue tucked behind a bookstore. Got couches and drinks, its sick. Guaranteed good time."
Art Boutiki Music Hall,"Mar 29, 2023","Funky, quirky comic shop cum live music venue. A laid back different world. Come on down and hang out, I say as I lounge in one of the couches and drink a stout and listen to the live band"
Art Boutiki Music Hall,"Mar 29, 2023",Nice atmosphere. Looking forward to check out this future events.
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023","Good vibes, kickin music, amazing art and comics. Plus they serve beer!"
Art Boutiki Music Hall,"Mar 29, 2023",Magical music venue. Good sound. Colorful!
Art Boutiki Music Hall,"Mar 29, 2023",Probably the best live performance venue of this size in San Jose. Truly wonderful.
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2023",
Art Boutiki Music Hall,"Mar 29, 2022",Awesome local venue. Tip your bartender.
Art Boutiki Music Hall,"Mar 29, 2022",great comfy atmosphere for live shows!
Art Boutiki Music Hall,"Mar 29, 2022","Beautiful venue, stage, and lighting. Great audio/video setup for recording/streaming."
Art Boutiki Music Hall,"Mar 29, 2022",
Art Boutiki Music Hall,"Mar 29, 2022",
Art Boutiki Music Hall,"Mar 29, 2022","Dan, the owner, is just awesome. We work with him to create merch and do drop shipping. Hes made the entire process as smooth as possible.  I appreciate him and look forward to continuing to work with him."
Art Boutiki Music Hall,"Mar 29, 2022",Great venue
Art Boutiki Music Hall,"Mar 29, 2022",Cool art area!
Art Boutiki Music Hall,"Mar 29, 2022",Pretty cool place. I went there for the Homage exhibit. The main room/stage area was very inviting. Liked all the art around as well
Art Boutiki Music Hall,"Mar 29, 2022",
Art Boutiki Music Hall,"Mar 29, 2022",
Art Boutiki Music Hall,"Mar 29, 2022",
Art Boutiki Music Hall,"Mar 29, 2021","Good food, tasty drinks and really good and friendly service. Will be back!"
Art Boutiki Music Hall,"Mar 29, 2021","There is nothing like Art Boutiki anywhere in the Bay Area. This is a one of a kind, all ages, music venue with tons of geeky and amazing comic books for sale in the front of the house. An incredible combination, I know. But it just works The quality of musical acts are second to none and the sound system is awesome. The crowd here is great and they sell decent food, wine, beer, soft drinks. You gotta see this place to understand its true awesomeness. Support this local music venue, it is a rare gem."
Art Boutiki Music Hall,"Mar 29, 2020",Fun and chill.  Great venue for tons of indie bands!!
Art Boutiki Music Hall,"Mar 29, 2020","The bands were great, and sitting in lounge chairs was a unique experience"
Art Boutiki Music Hall,"Mar 29, 2020",Great place to listen to great music
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",This place is funky with great music and atmosphere
Art Boutiki Music Hall,"Mar 29, 2020",Love the venue!
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Nice small venue. Lots a character
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Super thanks
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020","Fantastic old school live music venue with comfy couches, food and drink.  A very nice crowd and owners makes it my favorite local jazz club."
Art Boutiki Music Hall,"Mar 29, 2020",saw a concert there tonight it was amazing the have a great light set up and very sick art
Art Boutiki Music Hall,"Mar 29, 2020","Great venue for up and coming local acts. Good sound, too."
Art Boutiki Music Hall,"Mar 29, 2020","Its got everything! Food, drinks, comics,  live music! New favorite place for sure."
Art Boutiki Music Hall,"Mar 29, 2020",Great venue.
Art Boutiki Music Hall,"Mar 29, 2020",This is a beautiful place
Art Boutiki Music Hall,"Mar 29, 2020",What a cool atmosphere! The acoustics were phenomenal. Cant wait to go to see another show there. And always love art. A true gem.
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Great local music venue
Art Boutiki Music Hall,"Mar 29, 2020","Fun place filled with comic books, toys, tees and cool finds in the front, and a large back room for bands to play in the back! Great selection of strong beers in the back, where you can meetup with friends and relax on velvet couches while listening to awesome live bands. Ive never gone when no one was performing. But Ive heard they print shirts in the back back area!"
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Great place to hear live music!
Art Boutiki Music Hall,"Mar 29, 2020",Not impressed by this place.
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020","Great venue, happy atmosphere"
Art Boutiki Music Hall,"Mar 29, 2020",Great venue!!  Located at the back of a comic book store that you have to go through.  Easy to miss but dont turn away from it either.  Its a small venue with good acoustics and they do have a bar.
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Loved it! Sound was great. People friendly. Wonderful ambiance. Show was a pure delight-fantastic!
Art Boutiki Music Hall,"Mar 29, 2020",Cool vibe
Art Boutiki Music Hall,"Mar 29, 2020",Nice place nice venue for live music. I was there for a fundraiser with Afrkan Jamaal Davis. From kkup 91.5 in San Jose. For his non  Profit Orgnization to help Youth in learn  music education.  Nice show great artist. ThkS Afrkan Crystal
Art Boutiki Music Hall,"Mar 29, 2020","Neighborhood Gem. Cozy, intimate space for music events, open mic nights."
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Great venue for music and theres a comic book store in front. What more could you want?
Art Boutiki Music Hall,"Mar 29, 2020","So much fun, highly recommend for parties of all kinds, birthdays, congratulations parties, anything you can imagine!!!"
Art Boutiki Music Hall,"Mar 29, 2020",AWESOME venue.
Art Boutiki Music Hall,"Mar 29, 2020",A fun place with the sweetest staff
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Great music venue and boutique.
Art Boutiki Music Hall,"Mar 29, 2020",Love Love Love this Lil get down we attend or attempt to once a month.. It was an idea i had for my own fam to have a lil SOBER gathering.. Its an awesome environment great music always spinN on the vinyl.. They have live music some days look em up on IG
Art Boutiki Music Hall,"Mar 29, 2020",Quality sound/light production and real nice people. One of the few venues still helping out the local scene
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Great venue with nice service and good food and drink. Mostly kid-friendly and the shows there are always great.
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",The best jazz joint in the SF Bay Area
Art Boutiki Music Hall,"Mar 29, 2020",Saw Eastside Funk for the first time! They have to be the best local band Ive heard.
Art Boutiki Music Hall,"Mar 29, 2020",Incredible little venue!
Art Boutiki Music Hall,"Mar 29, 2020","This place is awesome. Very intimate venue,  perfect for live music. Bartenders were cool, the cute thick one, Brianne I think, was very attentive. I saw thrown out bones, and the wet bandits there. Both were cool, but the wet bandits killed it. They are such an awesome band, Im glad my first time seeing them was at this venue. One love geekazoids. Did I mention its a comic book store too?"
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Great acoustics and lighting! I just wish they had more seating.
Art Boutiki Music Hall,"Mar 29, 2020","Best small venue in San Jose, CA. They have made major strides recently with sound system and lighting making it really a sweet deal."
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",
Art Boutiki Music Hall,"Mar 29, 2020",Great venue for various genres of music programs at low admission price. Good and drinks served.
Art Boutiki Music Hall,"Mar 29, 2020","The music place, food, beer, & wine.  Great people."
Art Boutiki Music Hall,"Mar 29, 2020","Live music, food and beer"
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019","This place is an awesome venue if your a musician. Its great for listeners as well, the sound is great and the sound gut knows his craft. Skip the food though (it sucks) and come for the music."
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",Awesome place to see a show
Art Boutiki Music Hall,"Mar 29, 2019",It was my first time to this venue. Great small/medium size room   The room was well insulated for sound. The staff was very friendly and accommodating.  I would definitely see another show there.
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019","If you love reggae you NEED NEED NEEDED to come on Sunday nights!!! It is so much fun!! Great crowd, strong drinks. Irie crowd! good vibes, good times."
Art Boutiki Music Hall,"Mar 29, 2019",Nice people!
Art Boutiki Music Hall,"Mar 29, 2019",Amazing Venue and Staff.....
Art Boutiki Music Hall,"Mar 29, 2019",Loved the bands. Wish there was more seating.
Art Boutiki Music Hall,"Mar 29, 2019",Nice small music venue in back of the comic store.  Nice set up with food and drinks  available for purchase.  Good for up and coming bands.
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",", also has awesome books and comic books up"
Art Boutiki Music Hall,"Mar 29, 2019","The one, true, original geekeasy.  A good time was had by all"
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",Great jazz acts on a regular basis.
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019","Cool venue for live, local music."
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",My wife and I went there to see a friend play. East side funk.the front of the place is pretty unassuming you walk in and you see a bunch of graphic novels and comic books and a few t-shirts. City walk to the back and they have a rather roomy seating area with a beer wine bar and some food. Traders whats better than I expected for a place like this the wine and beer selection was pretty good the staff was very friendly cover all this was a great place to go to have some fun and listen to music.
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",Great venue. Great people. Great sound. Eclectic activities.
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",Pretty good store and concert hall
Art Boutiki Music Hall,"Mar 29, 2019",Whats not to love great place for live music.
Art Boutiki Music Hall,"Mar 29, 2019",Coolest music venue in San Jose
Art Boutiki Music Hall,"Mar 29, 2019",Awesome place!!
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019","Small intimate music venue,  great sound system,  good location in a comic book store,  offers food and drinks,  reasonably priced.  Sells nostalgia tshirts, etc. Of San Jose."
Art Boutiki Music Hall,"Mar 29, 2019","I will have to come back during one of their concerts, but the place looks pretty cool. The choice of comic books and collectors toys seemed limited but curated. The owner also had flyers up advertising that they are a concert venue and art showspace at night, even with a cafe serving food and drinks."
Art Boutiki Music Hall,"Mar 29, 2019","Hidden gem off the Alameda for live music. Beer and wine bar. Some grub, but nothing fancy."
Art Boutiki Music Hall,"Mar 29, 2019",Very chic interior with an artists den.
Art Boutiki Music Hall,"Mar 29, 2019",Great Vibe and Music
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",The Item No...
Art Boutiki Music Hall,"Mar 29, 2019",nice place to hear music
Art Boutiki Music Hall,"Mar 29, 2019","Rad venue. Solid sound, great acts come through regularly. Comic store too!"
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",What a great little venue! Too bad cover bands cant play there. Comic strips to live music. Youll find it all.
Art Boutiki Music Hall,"Mar 29, 2019",I love this venue!
Art Boutiki Music Hall,"Mar 29, 2019",The slime girls concert was great!
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019","Nice venue, horrible sound(man)"
Art Boutiki Music Hall,"Mar 29, 2019","Absolutely LOVE Art Boutiki! Great place to watch live music, drink, and relax. They have couches and chairs in the back! Also have a cool store in the front!"
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",Not certain friendly atmosphere. Good bottled beer.
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",The comic book shop is just the start! Come for a show. The venue in back is great. Good snacks and beer and wine served.
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",Nice place to go. Good live bands.
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2019",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018","Great vibe! Design, illustration and good music!"
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018","Great comic book store and music venue in San Jose that showcases lots of local emerging talent. The city is lucky to have this friendly family-run place. Good food during shows. Giant raised stage to accommodate large acts. Good sound team. Beer and wine, but underage OK. Never any real rowdiness."
Art Boutiki Music Hall,"Mar 29, 2018","Too hipster for me, but you might like it.  They did have real nice hard Apple cider."
Art Boutiki Music Hall,"Mar 29, 2018",Best live music venue in the South Bay!
Art Boutiki Music Hall,"Mar 29, 2018",Cool venue for live music.
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",Quirky music hall space with eye appeal and a high quality sound system.  Put this place on your must check it out list and then do it!
Art Boutiki Music Hall,"Mar 29, 2018",Interesting space. Not enough places to sit.
Art Boutiki Music Hall,"Mar 29, 2018",A really fun and laid back place to catch live music.
Art Boutiki Music Hall,"Mar 29, 2018",Great space with good sound. Interesting drink and snack menu. Also a comic book store in front.
Art Boutiki Music Hall,"Mar 29, 2018","Dan is great! Very knowledgeable and awesome to work with. They have comics, live music, can print shirts, and even offer a spot to receive your mail. A great place all-around!"
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018","without a doubt my favorite venue in the Bay Area.  the concept of comic shop and music venue is unique, and Dan puts in the work to pull it off.  this venue has fostered a flourishing South Bay music scene for years, and will hopefully continue for years to come."
Art Boutiki Music Hall,"Mar 29, 2018",Excellent local venue that attracts a wide array of people from all walks of life.
Art Boutiki Music Hall,"Mar 29, 2018","Small intimate bar, lounge and light menu, not too pricey. Up and coming musicians on stage."
Art Boutiki Music Hall,"Mar 29, 2018","Nice evenings hangout, friendly crowd, good music. Downtown SJ needd more spots like this."
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018","Best hidden gem for art and music in San Jose. Seen some big acts here , including The Bad Plus, Bent Knee, and Art Lande with Brian Blade. Great comic shop, amazing decor, KILLER selection of beers. Community events, drink and draw, open mic, everything. Hang out here."
Art Boutiki Music Hall,"Mar 29, 2018",Fun place. Good atmosphere
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",What a terrific venue to watch a show
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",Such a cool place! So much more than I expected. Music and comics is the best combo
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018","Amazing place, specially the open mic nights and live music nights are the best in Bay. The place is so artsy."
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",Best place in town to go watch a local show
Art Boutiki Music Hall,"Mar 29, 2018","Great music, good food and good people."
Art Boutiki Music Hall,"Mar 29, 2018",Best live music atmosphere in SJ
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018","Quirky, eclectic, and very entertaining."
Art Boutiki Music Hall,"Mar 29, 2018","Cool little comic shop, that also happens to be a very well-run venue by night. Great sound, great food, great beer selection."
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",One of the best venues in San Jose!
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2018",
Art Boutiki Music Hall,"Mar 29, 2017","Great live music. Best sound in San Jose. Food, wine, and beer."
Art Boutiki Music Hall,"Mar 29, 2017","Great experience for comics and live music, with a fair tiny bar for snacks and drinks."
Art Boutiki Music Hall,"Mar 29, 2017",Great venue for live music. Fun to discover some new and talented bands.
Art Boutiki Music Hall,"Mar 29, 2017","Great place to see local, live music.  The sound is excellent and the venue is intimate with a few comfy couches. The is a basic bar with wine and beer."
Art Boutiki Music Hall,"Mar 29, 2017","I really like this venue, sound quality is pretty good"
Art Boutiki Music Hall,"Mar 29, 2017",
Art Boutiki Music Hall,"Mar 29, 2017",Great place for live music.  Sometimes the have traveling bands that are really good!
Art Boutiki Music Hall,"Mar 29, 2017","Super friendly staff, very supportive of local artists, and an awesome music venue hidden behind a comic store. How cool is that?"
Art Boutiki Music Hall,"Mar 29, 2017",Chill
Art Boutiki Music Hall,"Mar 29, 2017",Great venue and comic book shop run by good people
Art Boutiki Music Hall,"Mar 29, 2017",Good vibes venue tucked behind a comic store. Wide variety of musical acts and poetry. Dan Vado (owner) knows how to run the place. Bar and kitchen with a good amount of tables and couches to enjoy the show :D
Art Boutiki Music Hall,"Mar 29, 2017","The BEST local venue in San Jose. What a great place for bands and fans alike! Warm, lovely staff, great sound and stage. What more could you ask for?! : )"
Art Boutiki Music Hall,"Mar 29, 2017",
Art Boutiki Music Hall,"Mar 29, 2017",
Art Boutiki Music Hall,"Mar 29, 2017",
Art Boutiki Music Hall,"Mar 29, 2016","Nice little venue. Good sound, good people."
Art Boutiki Music Hall,"Mar 29, 2016","This place is off the chain. They have great music, the venue itself is incredible both as a work of art, comic store, and a live music room. The sound is great, they treat the musicians well, the food is fantastic and incredible people run the place. In addition, they have a special dessert option that isnt on the menu. Ask Dan for the dessert called The Arsonist. You wont be disappointed."
Art Boutiki Music Hall,"Mar 29, 2016","Awesome music venue. Great sound, great atmosphere, great couches and stuff to hang out on, great beer."
Art Boutiki Music Hall,"Mar 29, 2015",Best music venue in the South Bay!
