venue_name,date,review
The Starry Plough,"Apr 26, 2022",Awesome pub with a great open mic night and friendly staff. Check it out and have a drink and listen to some good original music on Tuesdays!
The Starry Plough,"Feb 17, 2022",Loved this place. Anyone know when it might reopen?  Miss it. Had great times there. I reviewed it in full 4 years ago.
The Starry Plough,"Jan 12, 2022",Drove to come eat and it was close. Please keep an updated schedule. Good looked great but it'd a bummer.
The Starry Plough,"Jul 17, 2021",Temporarily closed? Looks maybe like it. Phone is down. See ya on the other side. Hello to all
The Starry Plough,"Mar 17, 2020",Best irish pub in all the land. Delicious food and always live entertainment. 10/10 would recommend.
The Starry Plough,"Nov 17, 2019","This is a fantastic bar. Saw truly authentic musical performances on Saturday night, well worth the $12 cover. Baby Santa is also a well-known performer here with his steel guitar, duck-dynasty like hair, and some slap-knee lyrics you've surely never heard. This place even serves Kombucha, in fact the strongest grapefruit Kombucha I've ever tried!"
The Starry Plough,"Nov 9, 2019","I'm at the Starry Plough on a Saturday night to hear some bands perform, and we got here early to grab a table. Food was good, house music was way too loud, tables were never bussed even though wasn't busy (and after I asked). Meh, I'll try again another day but tonight has just been irritating"
The Starry Plough,"Nov 8, 2019","This place is awesome! It's been around forever, which makes me happy. Great burgers and fries. Also, the owner is super genuine and caring towards the customers, you can tell he actually cares about community, not just profit. The staff are also super nice and welcoming."
The Starry Plough,"Oct 23, 2019","The Starry Plough is a good neighborhood bar with great fries, but the set up for events and other food can be a bit meh.I came in on a Wednesday night for a veggie burger from my nearby hotel and had no idea where to order or how things worked since it was more of a bar than a place to eat. Thankfully a very friendly bartender saw my bewilderment and helped me out by directing me to the far counter with the register where I could order. There was a hockey game on TV and I think background music. The Irish was all over the walls and other than bar seating, there were a few tables and chairs.My food came out pretty quick, but I was the first to order before a ton of people showed up for the poetry slam later on and they looked like they had a wait. The veggie burger was black bean and I think quinoa based, but had so much jalapeno in it I found it mostly inedible (was pretty hungry so I had just a small amount of patty and lots of bread, leaving 3/4 of the patty on the plate). The fries were on-point! Loved the crisp, skin on fries, but didn't appreciate the dregs of the bag being included (little strips of fried potato skin). While the poetry slam was advertised for 8pm, which I waited for and then passed, it still hadn't started by 8:35 and I gave up. The lady in front collecting funds noted they should have started already, as 8:30 is more typical but I had to get going with my night and the organizer was not looking like it was going to get started for a bit despite expectation setting with announcements. They had placed a bunch of chairs in front of their stage, which were mostly filled by the time I left, so popular event for sure. Unfortunately the sound people didn't really know appropriate levels for 10-15 minutes and the bass made me sick to my stomach.Good fries, beers and popular events await you at the Starry Plough, but come prepared for waits and maybe stay away from the veggie burger if you can't handle the inferno."
The Starry Plough,"Sep 12, 2019","This bar is good, but I wouldn't recommend it to anyone. They seem to attract clueless millennials  who aren't who aren't ready to be parents. I'm trying to watch the debates in a bar. Don't to this bar.  The local children run amok, screaming and running all l we threw place. It just shows how fucking stupid and clueless these people are. I can't wait to see how your chidden turn out with your direction. If it was my Pub, it give you a warning  and then cut you off. It's OK to have a locAl pub, but to be successful you need to create a welcoming en environment . If you let a couple millennial parent , who are oblivious of child-rearing run a-mock, you completely destroy your brand."
The Starry Plough,"Aug 27, 2019","Love this place, funk night is the best! Keep coming here for the best Thursday nights!"
The Starry Plough,"Aug 27, 2019","Great place with great people. Owner is a great guy and the food is way better than you would expect. Starry Plough could do well as an independent restaurant. Seriously, try one of their burgers. Absolutely life changing. Love this place."
The Starry Plough,"Jul 16, 2019","I love this place. Great food, focused menu, good beer selection and excellent atmosphere!Seriously a great Irish pub with lots if events and shows. If thats not enough they have 2 dart boards.Don't forget to tip your bartender :)"
The Starry Plough,"Jul 5, 2019","Love this place--the food, the beer, the music events, the good vibes! This is a Berkeley staple."
The Starry Plough,"Jun 15, 2019","This place is amazing! The staff is so sweet and make you feel at home. Plus, the live bands on Sat night were too cool. So much talent in such a small place! Good food? Check. Good service? Check! Great entertainment and energy? Double check!"
The Starry Plough,"May 21, 2019","Awesome!!  The food, the beer, the atmosphere, the staff.    AND free live entertainment.  Tuesday night open mic is off the wall.  Music, comedy, poetry, everything goes.  This place is a gem.  Try the Irish Poutine then sing a song or try your hand at comedy.  Or just go and enjoy the show.  Supportive crowd.  Easy parking if you need it in neighboring streets."
The Starry Plough,"May 8, 2019",I absolutely love this place! The staff are friendly and helpful. The food is pretty impressive given the small size of the kitchen. I really love their black bean and quinoa burger although it can be quite messy! They have something interesting going on every single night of the week.
The Starry Plough,"May 8, 2019","Love this place. I lived on the same block as the bar for 11 years, met a good friend there on open mic night 15 years ago, we're still good friends. I love the crusty old customers, the regulars, I've seen them on the corner or in their stools for over 16 years, couple of them have died, some day I'll die, but in the meantime, I'm really glad this place exists for the space it holds for the community, there's something for everyone every night."
The Starry Plough,"May 6, 2019",Good place for live music My husband and I went there for live salsa music. Free salsa lesson prior to performance. Full bar and some food like burger.
The Starry Plough,"Apr 23, 2019",Went here and bought one round of drinks for $15.  I seen later that another separate charge was made afterwards for $25.  I don't know if somebody used my tab without my agreement or not but either way I'm not happy about it.
The Starry Plough,"Apr 18, 2019","Great beer selection !  Chicken strips, 5 stars. Staff is awesome. Something happening every night. Live music, poetry, Irish dancing.  Love to watch playoff games here.  Super fun chill spot"
The Starry Plough,"Apr 3, 2019","I almost don't want to give this place a good review because I don't want too many people to discover this neighborhood gem...but alas I cannot. Whether its a random beer on a Tuesday, dinner with my kids on a Thursday, or a Sunday when the neighborhood musicians play - this place is always amazing. And the food is really, really good for a pub. Not what you would expect."
The Starry Plough,"Apr 1, 2019","I'm neither Irish nor white, so the idea of checking out the Irish pub near an area I frequent didn't seem too appealing to me. But one day I wanted both food and a beer, and Starry Plough popped up in my good ol' Yelp app, so I figured why not. Turns out what I had envisioned this place to be was a little far off. Yes, there are Irish themes (and actual Irish clientele), but also a variety of other folks (I'm assuming from the neighborhood) who frequent this cozy little spot. Since then I've came in a few times for happy hour, and have tried a couple food items. Earlier today, I had a regular ol' cheeseburger, and I was pleasantly surprised by how good it was. The patty was seasoned and charred just right and the homemade mayo was a perfect accent. I'm not a pickle person, but even those were really nice! I'd come back for that alone."
The Starry Plough,"Mar 15, 2019","Four stars because it's a local staple, been coming here for as long as I can remember.  Audio - kinda loud for the size but the acts they book - including regulars - is eclectic and the vibe is good.  Food - it really depends on what you order; keep it simple and it's ok (e.g., grilled cheese sandwich, fries)...anything requiring quality or technique (e.g, hot pastrami), you might be disappointed.  Overall, a fun, simple, inexpensive neighborhood joint."
The Starry Plough,"Mar 10, 2019","It's a nice spot for live music! Small and intimate but you get a nice feel of the music, chill vibes, and dope people all around. Everyone is so nice and welcoming, just enjoying the music and the good company around!I support local bands and the love for music in general. Coming back for more live music performances, so will see what's next!They have a $1 off drinks Yelp check-in."
The Starry Plough,"Mar 6, 2019",Me love here. Me drank here college. Food great and company just as good. 5 peppers on the pepper scale
The Starry Plough,"Feb 8, 2019",Exceptional service from Sabrina makes this spot a destination to visit again...This spot has character and a East Bay meets the world vibe...
The Starry Plough,"Feb 7, 2019","I love coming here for a poetry night, and I have also been here for a music open night. I love the space and the ambience. They make a really delicious burger, and a pretty solid pizza as well. They also have a bar with decent prices."
The Starry Plough,"Jan 8, 2019",A hidden gem!! Went on Tuesday for karaoke night & it was great to hear a diverse group of people perform. The place was packed but luckily found a spot to sit at & people were chill. Service was great & even though I didn't eat the food smelled GREAT. Monday - Irish dance & ceiliTuesday - open mic Wednesday - poetry slamThursday - FREE funk nightFriday & Sat - live bands & touring actsSunday - traditional Irish music
The Starry Plough,"Jan 6, 2019",We came here for New Years 2019. This was my first time here. My boyfriend recommended it because he enjoyed coming to this bar.The New Years event included live music from a couple bands. The overall vibe was nice. It got really full towards the end and we left early. We also ordered food from the kitchen. I got a bacon cheeseburger with feta instead of cheddar. It also came with a side of fries. The burger was really good and cooked deliciously.
The Starry Plough,"Oct 23, 2018",Great Garlic Fries:) The Reubin was great as well and the environment is super cool and rebellious. Great Guinness on tap.
The Starry Plough,"Oct 9, 2018","The Starry Plough is an iconic institution of the east bay.The first time I visited the west coast a decade ago, a local friend took me to the Starry Plough's Monday night Irish folk dancing night for their beginner's class. Sweaty and kind of drunk, I told my friend, ""When I move to SF I'm coming here every week.""It turned out that was more like ""three or four times a year"" since it's a bit of a commute, but each time I do I enjoy myself, even if it's just to sit and have a pint by myself and let my thoughts of the day settle.The place has character, and atmosphere, and ambiance. By which I mean, ""They don't blast background music so you have to scream at your friend next to you just to be heard."" Pubs like The Starry Plough are hard to find; it doesn't have bland, Instagram-worthy trendiness, it just has class and comfort. I find myself enjoying small-talk and conversations with the stranger next to me. It's been a shining jewel for the last fifty years, and I hope it continues so for the next five hundred."
The Starry Plough,"Sep 5, 2018","5 years I've lived in the area and 5 years I've loved this place. You can't get a more ""Berkeley"" vibe. Removed enough from campus that it's not all students. Beer and wine only, so no drink aholes. Seems to be family owned. Staff are really nice, patrons are generally really nice. Darts! Live music! Rotating taps of deliciousness. Fries have gotta among the best of the Bay. My only wish is to see more vegetarian and vegan options on the menu so I can eat dinner there instead of before I head there. After all, they claim to be revolutionary..."
The Starry Plough,"Sep 3, 2018","Great Irish pub! Has good food and drink, including Irish cider and Artesian beers, as well as non-alcoholic juices and teas.Saw the sign for Starry Plough while driving by, went in and I haven't left yet. Awesome!"
The Starry Plough,"Jul 31, 2018","Love this place. Great service. Nice people. The food is awesome. I would suggest getting the pulled pork french fries. They are AMAZING; especially when alura makes them, she is a great cook. Will definitely be back !"
The Starry Plough,"Jul 30, 2018","Wow....actually ate there at the most recent show (Flamenco night-FAB!).Did someone call this ""typical pub food""?Really?!WOW-the food here is EXCELLENT.Tied with Spatz for the best burger in the Bay, (get the ultimate-it is about 6"" high and comes pinned together with a steak knife). $15 and feeds two.Such a cool vibe here.This place is doing it RIGHT. :)"
The Starry Plough,"Jul 28, 2018","Good beer, service, and music.  It's just a cool place. Since my post is too short, I'll say again this is a cool place to get a beer, relax, listen to music, and eat."
The Starry Plough,"Jul 26, 2018","Not really my cup of tea (a bit too hippie-ish), but this place has a friendly ambiance, outstanding food, and a small but varied beer selection. I had the pesto pasta and it was absolutely delicious! The chef takes the orders and makes everything fresh as the orders are placed. Lots of good-looking food on the menu and the portions are very generous for the price.This place is certainly worth checking out if you're in the area!!!"
The Starry Plough,"Jul 16, 2018","Great vibe, lovely people, good food. My burger was taking a while to cook so a cook gave me some fries to much on; it was really cool of him."
The Starry Plough,"Jul 15, 2018",I stopped here for a drink after being stressed out about something and the place was pretty chill. The bartender was nice knowing it was my first time there and let me sample some beers until I found one I liked. I ordered some food with the beer which was good as well. However I did leave because I wasn't in the mood to be around too many people. It wasn't bad for a first visit though. Next time when I visit I will stay for the music.
The Starry Plough,"Jul 10, 2018","Came expecting an Irish Pub.  This place is a nice local bar,  but no Irish pubness here."
The Starry Plough,"Jul 4, 2018",Awesome Live Music Venue. Great food. Love the burgers there. Staff are the best. Very friendly. Place is run very well and fun always specially Thursday nights that is the night I usually go. A regular hang out.
The Starry Plough,"Jul 2, 2018","The Starry Plough is my local bar and what a great local it is. I haven't been before because I just had a kid, and times away are few and far between. However, I was recently here twice in a matter of just a few days. Once for a low key dinner on a funk Thursday and one for Fleetwood Macrame, a Fleetwood Mac cover band.They have live music every night here. Thursday is the only night where the is no cover. The DJ was spinning some tunes early on and we left before the band, but dinner was good! The fish and chips were solid, not too flavorful, but thick cuts of battered fish perfectly fried with freshly cut and fried potatoes. The roasted vegetables with homemade pesto were delicious! Great beer selection (only beer and wine here).The cover band was a $15 cover, and that was way too pricey. Although fun, the band was dece and I'm not quite sure was worth the $15 and spending a ton on drinks. I discussed with friends and we all agreed - $8, $10 tops is the most one should pay for an average cover band at a bar/venue.I think I may be more of a preshow drinks and eats local here unless that band is really enticing me to pony up the dough. But for that early evening beer and burger, The Starry Plough is a no brainer!"
The Starry Plough,"Jul 1, 2018","yelpuspleasei said i would and i keep my promises!  this is my new local watering hole. came on sunday after moving things all day and had delicious late-night bites, great drinks, and awesome live irish music. i will be back, often."
The Starry Plough,"Jun 28, 2018","The people are friendly, the beer is cold and the food is good. What else do you need? Well, bourbon would be nice. But other than that, this place is great."
The Starry Plough,"Jun 20, 2018","This is my local pub and I have been going for over 30 years. I've played there countless times. There is always something going on, last night's open mike was a scream. The owners are darlings, and i am not sure when I noticed the food, so I'm not sure this is a change, but the food is outstanding. Best BLT in town, they always have Fieldwork IPAs of one kind or another.Love it."
The Starry Plough,"Jun 19, 2018","Live music is enjoyable here while grabbing tap beer and maybe bar bites if one wants the munchies! It's a bit rundown and the music performers were senior. I thought it would be more of a hip kind of bar place. Darts shooting available.  I looked up the ceiling randomly and there was a poster of a girl.  That made me smile. Ah, the random things in life, makes it fun."
The Starry Plough,"Jun 8, 2018","A really nice neighborhood Irish Pub - Great Beers on draft and I can not comment on the food but I have heard great things from others.Came in here for a quick drink to buy time, it was about 30 minutes to playoff Warriors game and it was about 50% filled. There was still live music some sort of strings band which was very nice. There is tv's playing the game. The bartender was super relaxed and found out I got a $1 off my first drink for checking in on Yelp!Anyways I ordered a Guinness - I used to hate Guinness, now love it especially if its poured the right way out the tap. The cans of Guinness are complete GARBAGE - You have to order draft.Anyways over good experience and would like to come back and grab some grub along a pint next time. Thanks!"
The Starry Plough,"May 12, 2018",Outstanding food and interesting ambience. You almost feel guilty paying menu prices as the quality of food is so flavorful. No rice.
The Starry Plough,"May 4, 2018","I'm obsessed with their food! Drool alert!!! So I typically go for their spicy fish sandwich with coleslaw and fries or garlic fries. Recently I ordered chicken strips sooo yummy! They bread or batter everything when it's ordered, so it's nice and fresh. Always pipping hot when I get my food. They have a great menu full of yummy choices and great prices. The staff is always friendly and helpful. Food is made pretty fast as well. I have gone on a few nights were they've had poetry reading and bands playing. Great atmosphere to just chill, be weird and vibe out. :)"
The Starry Plough,"Apr 15, 2018",My friends and I had so much fun here. The bartenders are friendly. There is a good selection of beer on draft. We went on a night when there was live music which was really cool. The place has cool posters and signs of protests all around the world. I didn't try the food when I went so I'll have to return soon. Definitely coming back here!
The Starry Plough,"Mar 30, 2018","I really wanted this place to be good. I went with my husband who is Irish. We were really disappointed in the food and my drink (his IPA was good). He ordered the Irish poutin which looked nothing like the other photo on yelp. The fries were a bit soggy, there was about an inch of oil at the bottom, and I'm not sure where the gravy was (bits of bacon were good). He ate about half and left the rest (very unlike him). I had the quinoa burger and fries extra crispy (after asking the cashier if she recommended it (which she enthusiastically did) and making sure she wasn't a vegan (I'm sorry, but I feel they often have lower standards for veggie food b/c of their restrictions)). The extra crispy fries had a great color, but were not crispy. The burger was below average. The bun was nice, but they put mayo on both sides (I'm not a fan and didn't expect it to be put on for me). The quinoa burger was mushy, not great tasting and fell apart. My snakebite tasted watery and was not carbonated. I really wish this place had tastier food as we would have loved to make this our place. The table next to us had 5 people sharing a pizza and they left more than half... that should have been a sign. The staff was very nice though."
The Starry Plough,"Mar 23, 2018",I want so bad for this place to be good! The food is way too SALTY and the beers on draft could be better and changed out more.There's something going on every night so if you want to just get a beer and a bite do it before 7:30 otherwise your luck of getting a table will be zero.Someone who works there always wearing a Bernie hat seriously needs to tie their hair up when in the kitchen and wear proper shoes not birkenstocks. I really don't want to be served food from someone whose toes I can see. It's quite unsanitary.
The Starry Plough,"Mar 18, 2018","Hands down the best Burger in the East Bay. That combined with a hot bartender. You can't ask for more. And I'm a meat eater. In n out, born n' raised, biotches."
The Starry Plough,"Mar 11, 2018","I haven't been here in years, but we stopped by today because our dog's circus school teacher was playing in the fiddle jam--how's that for an East Bay intro to a Yelp review? XDThe fiddle band was really fun. The bartendress was nice and poured me some beer samples, but actually, their house Cabernet was solid for $7. We ordered the Irish poutine which was a little bit odd. Fries were fine, and there was a decent melty cheese, but no curds. The gravy was beige, and there was a ton of onions and green onions. I suspect there are better food options at the bar.The Starry Plough is a cozy place to hang out on a Sunday afternoon. There's some natural light, good beers on tap, and friendly staff. Would definitely return."
The Starry Plough,"Mar 10, 2018","This may be my first and only 5 star rating ever which is why I'm so inspired to write this review. I've always passed by this place en route to and from work for three years now and I finally experienced why this establishment shines so bright in the beautiful city of Berkeley. Now it has the attention and won my chubby Asian heart today. #shook I value quality, price, service, atmosphere, and restrooms (if u have a filthy bathroom, then what does your kitchen look like?) #eek. All were exceptional and Samantha was the bartender and created a great experience. This place also has live music on a consistent basis, which is a huge bonus. I got their hamburger and it has an option to come with a side of fries (which are freshly cut and fried), salad, or coleslaw. The burger was perfectly cooked (very juicy and thick) and the bun was perfectly toasted and very soft. The element of arugula in it was a fabulous touch. The slaw was perfectly sweet, fresh, and crunchy. I'll definitely be back!"
The Starry Plough,"Feb 10, 2018","So disappointed with my experience here last night. My friends and I are regular customers, and were so excited for Balkan night. We knew that the atm in the bar charges a fee, so we called ahead to see if we could add the cover charge to our tab. The man that answered the phone said it would be no problem! But once we got to the pub, we were told that that was ""in no way possible"" and that ""someone must have been trained wrong or something."" Honestly, getting cash last minute wouldn't have been such a big deal if the bartenders and woman letting people in weren't so rude to us. In an aggressive and abrasive tone, we were told to either pay or leave and they were in no way apologetic for spreading misinformation. It definitely seemed that they thought we had made up the whole thing, which we had no reason to do. Asking for clarification on something we took the initiative to inquire about earlier in the night, should not merit disrespect. We turned around and are never coming back."
The Starry Plough,"Feb 8, 2018","I love that there is always something cool happening there. And the kitchen rocks. My favourites are corned beef and cabbage, the plough burger ( should be shared) and the fish and chips (not to be shared) and the bar Tinder's know their stuff so ask questions."
The Starry Plough,"Jan 15, 2018","Awesome pub, I love this place! They have great beer, food and music!! The staff are all friendly and the whole place has a really great vibe. Definitely recommend!!!"
The Starry Plough,"Jan 15, 2018","I was in Berkeley and thank God I decided to stop by this place. The food here was amazing and they had a great selection of beer. But I was more impressed with the quality of service. This pub is doing all the right things, which doesn't surprise me that they've been open for a long time. The atmosphere here was really lively.  Definitely will come back here anytime I find myself in Berkeley."
The Starry Plough,"Dec 30, 2017","Fun, Fun, Fun! The people are wonderful, the food is great, the beer is spot on and the overall atmosphere was wonderful. We had been looking for a place like this. Can't wait to go back!"
The Starry Plough,"Dec 19, 2017",My husband and I ate here for the first time with some friends yesterday and I have to admit to food was delicious! I had the ultimate burger and it definitely lived up to its name!! It was cooked perfectly and it was huge! I can honestly say it was the best burger I've ever had. Full of flavor and juicy! Garlic fries are to die for as well. The staff was super friendly and had a lot of patience. I asked a lot of questions while I was debating on what to order. The dining room had a lot of space and the bathroom was clean. Overall great experience and I'll definitely come back when I am in town again.
The Starry Plough,"Nov 24, 2017","The folks behind the counter were cheerful and pleasant.  The fish & chips were good.  I think they use rosemary in the chips.So why the bad review?  The dining area reeked of wintergreen.  Extremely strong, overpowering smell.  If I had not already ordered and paid for my food (and my friend's food) I would have left.  The odor ruined any chance of enjoying the food.  I think it was from a cleaning product.  I don't know how else to explain it.Also, there is no door on the men's room, just a doorway and everything is right there."
The Starry Plough,"Nov 21, 2017",This is the go to spot for a good time. They have amazing food! The burgers are out of this world.This bar is excellent at making everyone feel welcome. They have different events each night. The bar tenders are always extremely friendly and attentive. The community vibe this pub provides is just awesome!
The Starry Plough,"Sep 19, 2017","I was craving fish and chips and this is one of the first listed on a Yelp search. We got the fish and chips, mushroom burger with added jalapeños and garlic fries, and a couple of pints. Service is curt, food is bomb. Didn't have enough time to stay for the live music. We'll be back when we're craving good pub eats!"
The Starry Plough,"Aug 18, 2017",This place is awesome! I love the entire staff and the pear cider and the family oriented vibe on Sundays
The Starry Plough,"Aug 8, 2017","Good Draft Beer, Great Burgers, Great crowd and decent entertainment on most nights. It's definitely a challenge to keep live music going every evening so hats of to Starry Plough for keeping it going and keeping it real!"
The Starry Plough,"Jul 31, 2017","This is a cool place with a fun vibe. When I was there, the owners' son was working the grill, and he took the time to chat with us (newcomers to the bay area) even though he was busy. He's a nice guy, and I'll go back just to support a local businessman.I knocked off a star because I didn't care for the live music. This place has theme nights every day of week, do check the calendar to make sure you like the theme before heading over.If you like garlic, try the burgers!"
The Starry Plough,"Jul 16, 2017",Apparently we went here after eating too many cannabis gummies. I only vaguely remember going. I told my husband it was the best burger I'd ever had. He agreed it was really good. I'd like to go back sober. I remember it being dark and unpretentious. Perfect.
The Starry Plough,"Jul 9, 2017","This place is as good as it gets.  Open kitchen with very well prepared food.  Quite a varied menu for pub food.  Large beer menu with reasonable pint pricing. Often has free music during the dinner hour.  Last time we were there a mandolin player was quite entertaining. He did not play so loud that it inhibited conversation but provided wonderful background sounds.,Highly recommend this spot for both dinner and entertainment."
The Starry Plough,"Jun 13, 2017",Solid solid neighborhood bar. Came for the NBA finals and the kept moving chairs out for people to sit in.  Insisted on Irish step dancing which was a little awkward but true to the character of the place.
The Starry Plough,"Apr 6, 2017","Great neighborhood spot with a nice selection of beers, good food, and frequently good entertainment.  The crowd is a mix that reflects the area, and the staff are all helpful and friendly.  It is definitely worth a stop if you are in this part of town.  I think their pizzas and burgers are pretty good, and they have enough space to dance if you want to get your groove thang on."
The Starry Plough,"Mar 29, 2017",Really cool pub. I ordered a Reuben sandwich. The corned beef was really fatty and inedible. When the wait staff asked how everything was I mentioned how fatty the corned beef was no reply and walked away. Disappointing to say the least. On a better note open mike night was fun and the french  fries were good.
The Starry Plough,"Mar 29, 2017","Awesome live music, a fantastic Wednesday Poetry Slam, good beer selection, and delicious food! Love this place, and love knowing that they host really fun events every night of the week."
