venue_name,date,review
SLG Art Boutiki & Gallery,"Jan 22, 2017","I went last evening to the open mic that is hosted at Art Boutiki. I was absolutely blown away and will definitely be back. First off, the venue:The place itself has a deliciously cool warehouse feel - without the terrible acoustics. The stage was impressively setup and for once, the soundboard was in the back, where competent sound guys were manning the board. The staff:Extremely friendly staff, utterly lacking the smug hipsterism too often seen at other venues and events. They were genuinely glad to help their customers and treated me - and the rest of the musician rabble - very well. The open mic:This was, hands down and by far, the coolest open mic that I've been to, and I've visited from Dallas to Detroit to LA, to everywhere in between.  Why?It was perfectly eclectic. Although there was a hip-hop overtone, ALL were warmly received. I played an acoustic set. I was followed by numerous comedians, rappers, and a couple of monologues. The environment was one of community and not competition - a sentiment felt and experienced at most other open mics that I've been to. In short, in a single evening, this place earned my respect and my business."
SLG Art Boutiki & Gallery,"Nov 7, 2016","Tons of fun here at this all ages venue. Great sound system, friendly folks on staff, and a huge variety of musical acts other performances to be enjoyed. Truly a gem in San Jose."
SLG Art Boutiki & Gallery,"Oct 25, 2016","Dan's got a great performance space, neat comic book store AND he has a print shop that does fabulous work.  He's an intriguing guy who understands the meaning of customer service.  Great addition to the neighborhood!"
SLG Art Boutiki & Gallery,"Aug 6, 2016","This place should NOT BE A UPS ACCESS POINT...they are NEVER open and I want my damn package.  I just reported them to UPS and apparently I am not the first, second or third to make this complaint.  Looks like this place will no longer be an access point for UPSYou have no business being affiliated with UPS if your not open late or on the weekends."
SLG Art Boutiki & Gallery,"Mar 6, 2016","Nice spot, great for music. I'd say the only improvement is to get a beer or two on tap. Cool comic book collection, but that wasn't really my thing."
SLG Art Boutiki & Gallery,"Feb 12, 2016","They have a good selection of comics, art and collectors toys. I went in and got a Transformers action figure (They have some) and the customer service was great. I told one of the employees "" I'll take Hot Rod"" and then I was rightly corrected when he said "" You mean Rodimus Prime?"" . Well said, well said. The prices range from inexpensive to very expensive. It depends on what you're looking at. The employees are pretty helpful when you ask though."
SLG Art Boutiki & Gallery,"Aug 14, 2015","This place is a treasure among hidden treasures.I remember going to SLG Art Boutiki once or twice about 6 or 7 years ago, when it was on South First street in a little warehouse space.At that time I thought it was very cool, but life circumstances conspired such that I did not end up going there much, and forgot about it.This week, there was a special showing of ""Plan 9 From Outer Space"" hosted by Lord Blood-Rah, and it was awesome.  The comic shop portion of it is awesome, and the bar-and-grill performance art/theater space has a killer snack bar.  This place rocks."
SLG Art Boutiki & Gallery,"Apr 17, 2015",The venue is absolutely amazing! Great size to accommodate more than a hand full of people.The food...not so much. Will never be ordering food from there again.
SLG Art Boutiki & Gallery,"Mar 19, 2015","This a great spot for attending a show or event. The event space is unique, memorable, and very comfortable. Also, if you are here for music, the acoustics are wonderful. (Ask any musician who's played there.)Now that they have a beer and wine license, the environment is even more welcoming for a music or comedy event. And there are regular open mic nights (to discover new musicians) as well as an active concert calendar.If you're into comics and graphic novels, you'll really enjoy the shop in the front that features some predictable fare as well as some unique one-of-a kind publications and artwork.Good spot!"
SLG Art Boutiki & Gallery,"Mar 14, 2015","I give up, after three attempted visits during hours that are listed as ""open"" on Yelp (today's being at 2pm on a Saturday) I have found Boutiki to never be open for business! There aren't even operating hours listed on the sign in the window. What gives?! I have no choice but to give one star out of frustration and for wasting my time."
SLG Art Boutiki & Gallery,"Mar 7, 2015","I can't speak for the comics, but we came here last night to see a friend's band play. There was a $5 cover, and beer and wine were available to purchase. We parked across the street with no problem. Good acoustics and friendly employees. Awesome!"
SLG Art Boutiki & Gallery,"Jan 19, 2015","My band Polysonic Soul played here the other night. The place has got a great stage and acoustics. They even have a sound engineer to get us dialed in. The owner was pretty cool and accommodating. They sell some food and drinks and are working on obtaining a license to sell alcohol. Definitely a venue we would come back to play. I didn't hang out in the front of the store which sells comic books and some other items. Parking can be a bit of challenge, but it was all worth it."
SLG Art Boutiki & Gallery,"Oct 25, 2014","I come here whenever my friend's band plays. The store has a pretty neat collection of comics, old and new, and collectible figures. I find myself nerding out everytime I browse through their inventory, haha. The venue behind the store has a great P.A. system and th acoustics are decent. Definitely worth checking out."
SLG Art Boutiki & Gallery,"Aug 23, 2014",place was super dope. went for a show. really cheap and really low key. met some really cool down to earth people there. keep doing your thing.
SLG Art Boutiki & Gallery,"Jul 29, 2014","They've got a great collection of art work hanging in the walls, and they change it up every month."
SLG Art Boutiki & Gallery,"Jul 18, 2014","I am not a comic book chick but ended up here for a music event in their back room behind the mysterious curtain. For $10 you have access to their tables, sofas, and a snack shack in the corner. The stage for the performers is pretty small but I liked the intimate vibe in the room. Worth checking out, I wouldn't mind coming here again for future events."
SLG Art Boutiki & Gallery,"Jul 23, 2013","I have never heard of this place before I went to see a show there for Wander. This place is uber cool. It is an art gallery/comic book store with a room in the back for events such as parties or shows.The events room is decked out with tiki idols and lights, lots of couches and chairs. I walked in finding myself extremely attracted to this place and automatically thinking, ""wow this place is really cool."" They have a great collection of different comics and toys and even clothing at very affordable prices. (bought a shirt for only 5 dollars; very high quality material) I cannot wait to be back in San Jose so I can come back here!"
