place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,c7e1f0f2c61fd6c06aba9f5c8dba0da3,5,,5 months ago,2023-10-29 13:01:50.442385,,,,0,1,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,66c1ce343b97d7caab9a9670c84c32ca,3,Venue is just terrible. Feel like a run down tyre factory. Might be good for raves,5 months ago,2023-10-29 13:01:50.931972,,,,1,6,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,d65ffb85361fd43942979d30520f82c0,5,,5 months ago,2023-10-29 13:01:50.936124,,,,0,69,75,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,0d0414763fb845f78858233a77de884b,3,,5 months ago,2023-10-29 13:01:50.939555,,,,0,1,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,59830999fba18a28e4b0c3e8a8687da2,3,"Show was great, crowd not so much. Venue was WAY oversold.",6 months ago,2023-09-29 13:01:50.942447,,,,0,17,2,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,344f5348fa0c60b22a7ffc1945f7def4,3,,6 months ago,2023-09-29 13:01:50.945473,,,,0,25,1,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,f67e86163f4b067cdd5a1e910bed04a4,5,,6 months ago,2023-09-29 13:01:50.947785,,,,0,12,26,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,0a73acde71b59104adf9a059aad19dac,5,,6 months ago,2023-09-29 13:01:50.949945,,,,0,20,178,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,406ec4c309fc1868df6a71681b00baf7,5,"Love to see shows here! All ages! Dont be a stupid teenager, and think 5 of you can smoke in the bathroom(((dumb))) You will get kicked out!!",6 months ago,2023-09-29 13:01:50.952064,,,,0,19,1,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,65257a60fa7aa18ad7083a2f8a2703d4,5,,6 months ago,2023-09-29 13:01:50.954456,,,,0,,,,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,449ed2e1772c5dccea59e9ad54849595,4,"Clean, nice customer service.  The food was nice and big portion.   The pork ribs was a bit too salty.  Worth money.",6 months ago,2023-09-29 13:01:50.956194,,,,0,48,56,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,668454696ac7fef2eefe73fa682858fc,5,,6 months ago,2023-09-29 13:01:51.546208,,,,0,87,73,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,607c653d6c8ffabc70a0e26c9b88dbd6,5,,6 months ago,2023-09-29 13:01:51.549600,,,,0,26,12,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,282ea37adb4d2b5b247f5e877abfc014,5,Made good memories here,7 months ago,2023-08-29 13:01:51.552632,,,,0,104,,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,90280f7268cc5721cd5ff220c959851b,5,"This is my favorite venue in SF! The staff are hilarious and super nice. It s very intimate, and it s super easy to get drinks during/after the show. Also, I REALLY appreciate that they have A/C, it s one of the only venues I don t get uncomfortably hot at.",7 months ago,2023-08-29 13:01:51.555648,,,,2,60,25,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,249e11435ac2a929ebf645c4db34d2cd,5,Nice little venue!,7 months ago,2023-08-29 13:01:51.558554,,,,0,13,2,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,318ef2157aa8a591d19493138042d00f,4,Very fun venue with lots of musical acts!!  About the size of Great Northern with a nice balcony also.,7 months ago,2023-08-29 13:01:51.561353,,,,1,233,4943,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,c4a303fc31a42487d99707a1f2dc8a31,5,,7 months ago,2023-08-29 13:01:51.564165,,,,0,207,2,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,c6fccdadc5df57fee10f334d98799ddf,4,,7 months ago,2023-08-29 13:01:51.566439,,,,0,1,1,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,d01a2ec86e20b07e16189bc26e57feff,5,,7 months ago,2023-08-29 13:01:51.568497,,,,0,,,,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,af5f89b2d7ec014fd7eadc46007e449d,4,"A classic venue to see indie bands. Good bar and staff. Sound can be a bit off sometimes, depends on the band. Acts go on quite late for us oldies.",8 months ago,2023-07-29 13:01:51.570502,,,,0,84,,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,9521f3d954621784886d68a1bdb8c140,4,"Friendly staff, good sound quality. I took a star off for their lack of bourbon choices and the bathroom, while functional and *relatively* clean, is a bit musty due to lack of air circulation.",8 months ago,2023-07-29 13:01:52.052113,,,,0,18,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,505e50d868b18ae37bb2eb4de3648568,2,"They wouldnt open the doors until the DJs were ready or 20 minutes after scheduled start time. They dont offer drink tickets along with the entry fee. The service fee if you buy tickets online is too high and it is not worth it, better buying at the door. Doesnt seem they had food to order there. There was a minor water leak in the ceiling in the dance floor area that occasionally dripped with noticeable water on the floor.  The decor looked rather old and the second floor was closed off for unknown reasons. The DJ song selection was somewhat poor and very obscure, not playing any of the commercial hits (in regards to the italo-disco event).",8 months ago,2023-07-29 13:01:52.056541,,,,0,132,37,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,aa6eb041d642a0fe360a494337972d00,4,"Great little cozy music venue to listen to small bands on tour. Their bar is small, but the serve a mean cocktail. Pricing is more than fair. Check out their website. You d be surprised whose playing.",8 months ago,2023-07-29 13:01:52.060791,,,,0,33,3,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,f06be0a4c216e837da51bd5239293f1b,1,,8 months ago,2023-07-29 13:01:52.063717,,,,0,6,1,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,ed9ebeda89e1302cb7c031c32b10b1e0,1,,8 months ago,2023-07-29 13:01:52.066193,,,,0,8,2,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,eb93df694527a3663a7d650f4c0a6dc8,5,Great venue for a show that you will not soon forget,8 months ago,2023-07-29 13:01:52.068614,,,,0,51,56,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,ac3945a9f3534d7963ca02c236a76904,5,,8 months ago,2023-07-29 13:01:52.071782,,,,0,1,1,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,e51d4d3771ec97283dd4bae5ff2d74f2,3,"Bartenders need to step their game up and be kind. The venue is a great place to see live music, but the bartenders tarnish the vibe.",8 months ago,2023-07-29 13:01:52.074227,,,,0,91,3749,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,568c0bfbafe6fe42faaa8402e47fc484,4,,9 months ago,2023-06-29 13:01:52.077083,,,,0,1,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,6cb4ac2dcf800c79aaf3edd0dc1eb3b5,5,Good first experience. Themed  cozy,9 months ago,2023-06-29 13:01:52.079386,,,,0,99,6,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,fb4bc80e2eac6ed41e156ca1f4683a12,4,"The place itself is a bit... dingy - often crowded, dark, not the best service at the bar, etc - but they do have really interesting events with eclectic themes, so worth keeping an eye on their calendar.",10 months ago,2023-05-29 13:01:52.607074,,,,0,145,1628,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,b6eec63d107d2ade5579a4c913eb3659,5,"Bartenders were great, and cheap beer never hurts.",10 months ago,2023-05-29 13:01:52.611940,,,,0,33,,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,c25e1021cf0dfefd013cb269e65c4ceb,5,Always amazing .....the bartender G made a savory whiskey sour.  Great spot and feeling,11 months ago,2023-04-29 13:01:52.615329,,,,0,3,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,9f51261174c643b6e5a71b161a2d614a,5,,11 months ago,2023-04-29 13:01:52.618592,,,,0,50,86,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,c10f9d8cebc2bc8f344040793711c2f9,5,Wonderful entertainment and music with friends who have had delicious dinks!,11 months ago,2023-04-29 13:01:52.621284,,,,0,32,4,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,16fb67b7a827a84ff63dc9e66cb253b4,5,,11 months ago,2023-04-29 13:01:52.624081,,,,0,1,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,959596c90b148bdc138ebc63e34d8bb4,5,"A very intimate music venue, and to describe it as a hole in the wall would be on point.  No real signage on the outside, but the vibe and atmosphere on the inside are fantastic.  I would definitely see another concert here again.",11 months ago,2023-04-29 13:01:52.626393,,,,4,164,246,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,62d6e3282c1b95fb549c6c21c94c90e0,5,,11 months ago,2023-04-29 13:01:52.629022,,,,0,44,11,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,fa084323745668572d1e525eb2a56165,1,"Terrible venue, the layout is small and suffocating, the staff and manager are very rude. 2/10, would not recommend coming here",11 months ago,2023-04-29 13:01:52.631160,,,,1,2,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,7da89d1d009ef52f8f0ea1311d0d5d42,5,,a year ago,2023-03-29 13:01:52.633424,,,,0,131,516,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,2edcb07ea4e7083b389d843ed8dec3f5,5,Amazing vibes. Great music and staff makes sure everyone is safe and has fun,a year ago,2023-03-29 13:01:53.125371,,,,0,2,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,c44384b5ca570710af6ade7ea48787f0,4,,a year ago,2023-03-29 13:01:53.129241,,,,0,245,222,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,19a6d14e9e110a6fe1a104564b231fd9,5,,a year ago,2023-03-29 13:01:53.132359,,,,0,1,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,4d069240dcc5a0dc94ff186b83f66975,5,,a year ago,2023-03-29 13:01:53.135167,,,,0,53,23,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,d68a867c4dc8a3d63f493f43e669f843,5,,a year ago,2023-03-29 13:01:53.137730,,,,0,5,12,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,7d77a1fe233f910bdc2becc6627f7ace,5,,a year ago,2023-03-29 13:01:53.140156,,,,0,13,13,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,7fe02b083bfc28aab0c23b8534539e8c,5,,a year ago,2023-03-29 13:01:53.142667,,,,0,3,1,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,d3b738c409d7cb3c71b194a94ac838dd,4,,a year ago,2023-03-29 13:01:53.145114,,,,0,7,75,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,2d2300832a9262cc5d58782b9f06bcad,5,,a year ago,2023-03-29 13:01:53.147479,,,,0,18,55,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,b0789ea6604e8224e32f668706b5cd78,5,,a year ago,2023-03-29 13:01:53.149515,,,,0,6,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,a16ca06e4b11df702df6906bddec14e5,5,,a year ago,2023-03-29 13:01:53.663252,,,,0,17,4,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,213abd309888c8f07f3384feb5230f2e,5,,a year ago,2023-03-29 13:01:53.666504,,,,0,51,236,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,15b49c4dc23916ace270e06535fa4e2d,5,,a year ago,2023-03-29 13:01:53.669537,,,,0,9,4,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,526cc4f20eb9f5cdc2eb50ad42fce214,5,,a year ago,2023-03-29 13:01:53.672137,,,,0,112,65,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,093af9e8dc03eb00b1c7328657f50832,5,"Awesome little venue in San Francisco. The drinks are overpriced, but what do you expect in SF? The atmosphere is where this place really shines. Small club, relaxed vibe, with excellent artists coming through. Ive only been for one show, but I absolutely intend to visit more. Parking sucks in the area. Either use rideshare or mass transit, or be prepared to pay at least $20, IF you can find an open lot nearby.",a year ago,2023-03-29 13:01:53.674629,,,,1,48,1015,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,7d7584d9c32cf060788f6211cdcd4551,5,"The Rickshaw is my favorite venue in the city. Great staff, drink prices that remain reasonable, and always the kind of place to catch an up-and-coming band or and old favorite as they make it through San Francisco. Been there dozens of times and will many more before my showgoing years are through",a year ago,2023-03-29 13:01:53.677388,,,,0,189,133,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,46bcf4815ad540bbf577d47f65cc1307,4,Cheap drinks. Sound system could be better but okay,a year ago,2023-03-29 13:01:53.679930,,,,0,11,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,c4f71ff39038137e01abbdb1ed4d29a4,5,,a year ago,2023-03-29 13:01:53.682191,,,,0,252,359,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,331b6c3855b102f71ab2c3108e2ddccf,5,Cozy and so much fun!!!,a year ago,2023-03-29 13:01:53.684299,,,,0,256,68,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,366b87ff6e43f86daf955393821de1cc,5,,a year ago,2023-03-29 13:01:53.686706,,,,0,40,25,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,0636013a585fb505e9f7fd94a60a05b1,5,Nice place,a year ago,2023-03-29 13:01:54.194406,,,,0,95,91,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,0d7f5628c79198504ba97af03001402c,5,Nice small concert venue.  Has a nice bar and upstairs area. Its old and run down but that gives it its own vibe,a year ago,2023-03-29 13:01:54.198115,,,,1,109,252,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,34e1ad46f6db4ba7fe3a9da041dab655,5,,a year ago,2023-03-29 13:01:54.201195,,,,0,32,28,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,309668625949f59455028e50687b4ed7,5,,a year ago,2023-03-29 13:01:54.203696,,,,0,6,,False,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,73b3703fa6f5edfb4293b0a5e18d0068,5,Pleasant venue,a year ago,2023-03-29 13:01:54.206057,,,,0,40,8,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,8164bd78d3882f09fcf6470434fcca53,4,,a year ago,2023-03-29 13:01:54.209108,,,,0,6,606,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,3091c7656c501ae98280479d77c24f91,4,Hey 3 bands wow 20 fun old an young,a year ago,2023-03-29 13:01:54.211293,,,,0,124,185,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,b34f5d03d421094a17ad2c1640a7906d,5,,a year ago,2023-03-29 13:01:54.213762,,,,0,30,411,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,b6de06c82da091fe8df1c445488e84fe,4,,a year ago,2023-03-29 13:01:54.215835,,,,0,22,136,True,,
ChIJ7-1fxZ6AhYARmP0wJXXZ9nQ,Rickshaw Stop,9495a1c3ab07067c2e8ab19cb1ce29e4,5,"Great atmosphere, very nice staff & good drinks. Would post pics if i had taken any.",a year ago,2023-03-29 13:01:54.217712,,,,0,7,2,False,,
