place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,3b5013a91ee064da794473c750eb7b94,5,Marlin is the man! Nice people and a good atmosphere. Look forward to coming back!,5 months ago,2023-10-29 13:04:14.644475,,,,0,25,,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,106fd0d262fbc0bbb4fbca7964e8a33b,5,great Guinness pour. and yummy fries,5 months ago,2023-10-29 13:04:14.647695,,,,0,39,,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,9e16f14fb1f91ec0372d49c54dfa4a89,5,"Great Sound system, great sound, variety of types of music depending on the night.",6 months ago,2023-09-29 13:04:14.651432,,,,0,34,1,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,f3acbad37a8df4f6b5d8bff76381a7da,5,,7 months ago,2023-08-29 13:04:14.654564,,,,0,1,17,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,705fb3831928a8afd746bb3508870b51,5,,7 months ago,2023-08-29 13:04:14.656664,,,,0,3,51,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,5ef5ee28d8b99bb4feb0a54bb06c1dc8,5,Always fire,7 months ago,2023-08-29 13:04:14.659237,,,,0,10,5,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,93cfaa1686369e7e0cebe270aab361a9,4,This video just last night @plow.  Still a great local Irish tradition.  Now open Friday to wednesday.  Hoping Thursday funk night will be back soon!  Musicians welcome Kid-friendliness: Families and kids welcome Sunday nights for Irish folk music.  Bring kids and learn traditional folk dance Monday night,7 months ago,2023-08-29 13:04:14.662495,,,,6,121,136,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,5e78b02c1371530ee24c31133321ffe9,4,"Went to the Starry Plough pub for the poetry slam on a Wednesday. Great atmosphere, friendly  ppl, tasty hot food and profound poets. Called to reserve a table   . Very polite and accommodating staff, too. Wheelchair accessibility: Theres a ramp at the entrance.",8 months ago,2023-07-29 13:04:15.192486,,,,0,7,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,1287db4d0e27f71b883623ded74dfbe8,4,"We went for the Monday night Ceili dancing! (Not for the food).  Service was great and very welcoming atmosphere.  Folks new to Irish dancing:  jump in the line and jump along with everyone else!  There are beginner classes around 7pm, band starts playing a little before 9pm.  Beginners warmly welcomed, and folks are very kind. Kid-friendliness: Children welcome until the kitchen closes around 10pm.",8 months ago,2023-07-29 13:04:15.195710,,,,0,19,3,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,7e98347ffe7be2045c4e10fc7f647204,5,The friendliest and best staff I ve come across. Food is absolutely delicious and the atmosphere makes it feel like home (Ireland). Can t critique the place in any way.,8 months ago,2023-07-29 13:04:15.198892,,,,0,1,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,fa39a1b8907af1d7fb15d55f8e3e0543,5,"Great service. Shahin is the man! Haven t met a better barman in the whole west coast. Would highly recommend, absolute gent.",8 months ago,2023-07-29 13:04:15.201852,,,,0,1,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,0eac8eae997f1b954486c9658a51a1bc,5,"This pub is h the best pub I have ever been in outside of Ireland, very authentic feel and welcoming feel. Shahin Is a gentleman and a fantastic host and I would highly recommend this place to anyone visitors/ locals.",8 months ago,2023-07-29 13:04:15.204429,,,,0,4,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,16289fd7f876fb2f7a74076742c1fddb,5,,8 months ago,2023-07-29 13:04:15.207524,,,,0,1,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,c9baa4ba5dc01409745ad83cf8842de5,5,Awesome lefty irish pub!,8 months ago,2023-07-29 13:04:15.209786,,,,0,44,4,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,9e97f16e338849f8bab3c5c895c6dc97,5,,8 months ago,2023-07-29 13:04:15.212104,,,,0,6,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,d89ae09170cc6b0fdcfd6592ceb4681e,4,"Caught a live show here for a first-time visit. Great service from the door man to the bar tenders. Parking can be a bit scarce, but you can always find some in the neighborhoods.",8 months ago,2023-07-29 13:04:15.214601,,,,1,739,2036,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,a01d0413ada528c0b5510606e58ad7a3,5,,9 months ago,2023-06-29 13:04:15.216919,,,,0,35,4,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,858f34148be21f778a8797e6c5149805,5,A Berkeley institution that is better than ever!,9 months ago,2023-06-29 13:04:15.723572,,,,2,9,10,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,adbff0d6cb250a08febb175be2217571,5,,9 months ago,2023-06-29 13:04:15.728159,,,,0,,,,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,649bfb83a9195a62e586096482804fe7,4,,9 months ago,2023-06-29 13:04:15.731012,,,,0,,,,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,0648caa9875503310ec44dcdc02c1bb1,5,,9 months ago,2023-06-29 13:04:15.734345,,,,0,1,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,f525b6d91390d141647ad9d33d9d2661,5,,9 months ago,2023-06-29 13:04:15.736787,,,,0,135,199,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,412bdf1df441cd3e08f389d5acf6dc90,5,,10 months ago,2023-05-29 13:04:15.739705,,,,0,7,5,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,86ab0dba789075a72eeeb5541b970608,5,"Irish pub-tavern in Berkeley. Best garlic fries and delicious Irish cider! . Rocking and rollicking, fiddling and nostalgic country favs from the emerald island--- gratis on Sundays, open mic and slam poetry!",10 months ago,2023-05-29 13:04:15.742212,,,,0,14,5,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,c3d733171341eb4053f187ccde03fe86,5,Just go. Music drinks and food,10 months ago,2023-05-29 13:04:15.744962,,,,0,28,88,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,e464625939084d7bb75154a0117fe969,5,"Charming, hope to go back soon. Excellent tap selection including ciders and hard kombuchas. Great fish & chips. Friendly staff.  Beat Poetry Slam Wednesdays!",11 months ago,2023-04-29 13:04:15.747650,,,,0,54,996,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,90e316b5fa0656a766dd849fd8aca740,5,Last Wednesday s poetry slam was great! I was one of 5 judges and (the MC s brother) Collin is a force of nature. One to watch imo.,11 months ago,2023-04-29 13:04:15.750276,,,,0,9,5,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,94750f8c48370356ab7ee77511da58a0,5,"Wow, I tried their Irish Kelly dancing class on Monday, and it was so much fun  . If you want to try something new and good beer and some Irish cuisine, this is a nice place. Its really accessible on BART, too.",11 months ago,2023-04-29 13:04:16.378945,,,,1,186,333,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,f2b6c5f33a80ebc3f9eface3bec8e699,5,,11 months ago,2023-04-29 13:04:16.382526,,,,0,1,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,c886b17a45a98ebcb26c2e87ac608e0a,5,One of the few Irish pubs that actually have anything Irish beyond beer. Particularly on Sunday and Mondays,11 months ago,2023-04-29 13:04:16.384906,,,,0,94,45,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,31e83bc8f4179bee637253258cf112ae,5,,11 months ago,2023-04-29 13:04:16.387736,,,,0,5,1,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,54d663672a97208bf096d4b981cc4bef,5,"I have been to The Starry Plough Pub during several Saint Patricks Day Celebrations. This is an Irish bar with reasonable prices (for this day and age). I was able to find a dry cider--yum! What a celebration this 2023 Saint Paytrick Day was!!! It was standing room only. They had Irish bands, Irish dancers, and it was an open mike for singing Irish songs. They offer foods like Corned Beef and Cabbage, Fish and Chips, and Bacon Cheseburger, but we had dinner before going there. They looked good, though. The Starry Plough is a hangout for Irish and Irish wanna bes. They have live music, Irish music, and even Irish dancing.",a year ago,2023-03-29 13:04:16.390132,,,,1,73,1039,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,c1d32373db81f8df4d26144bf72a80a5,5,Great fun Monday dance classes and atmosphere,a year ago,2023-03-29 13:04:16.392837,,,,0,83,18,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,e2275e60b38093bdd120b04bab09be2b,5,,a year ago,2023-03-29 13:04:16.395339,,,,0,4,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,835f579960ed4e083aa6ab0daa809582,5,,a year ago,2023-03-29 13:04:16.397355,,,,0,1,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,35aa457d7a7d644544b73ac79429bb07,5,"Irish music, dancing with lessons.  Poetry.  Food.  A real community treasure.  Open Mike nights.",a year ago,2023-03-29 13:04:16.399409,,,,2,230,402,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,33a9195c87a296cde706e8ee8bd7d93b,4,Classic. Real.,a year ago,2023-03-29 13:04:16.401777,,,,0,681,877,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,818fbc1d961943bea7e9d74d7afc3880,4,"Nice, friendly place. Decent food but it can take a while especially when crowded and a good band playing. Not a problem just be aware of such and accept it. Bar also could sometimes use another tender but very friendly workers and clientele. Good selection of beer and spirits too. Great atmosphere. A Berkeley treasure.",a year ago,2023-03-29 13:04:16.888750,,,,0,149,67,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,df798141edb6f25f6b770ea9da6fc7c3,5,This is the only real  Pub  in the Bay Area and a cultural icon in Berkeley. So much dissident history here  with great food and always great entertainment.,a year ago,2023-03-29 13:04:16.892808,,,,0,2,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,922e1279232d0077f250f08d2da2ff66,5,"One of the best bars I have been, the owners are super nice and friendly. They have great drinks and food with very fair prices. Our bartender was supper nice and welcoming. Can t wait to come back.",a year ago,2023-03-29 13:04:16.896377,,,,0,17,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,f185e5c8861843b1d49282296e2f3733,5,,a year ago,2023-03-29 13:04:16.900778,,,,0,,,,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,98fc51880d9b9a03779b31e905b3f6d4,5,"By far the best bar around for anyone with a love for art and music. Open Mic on Tuesday nights, Poetry Slam on Wednesday nights, and an awesome Irish Jam welcome to everyone who plays an instrument on Sunday nights.",a year ago,2023-03-29 13:04:16.903282,,,,0,43,7,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,de69bb136a25031cb21f113bb14ffab5,4,,a year ago,2023-03-29 13:04:16.906216,,,,0,71,3,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,04f3c8764dda0dd77b8241313cd5056c,4,Ok quality bar food. Fish and chips very bland like seasoning the batter would go a long way. Garlic fries hit or miss depending who s in the kitchen. Wings are ok. Good atmosphere on Weds poetry slam.,a year ago,2023-03-29 13:04:16.908753,,,,1,63,20,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,1eccbc0722643766925a3be75f0ae5c0,4,"Good beer, good place. However food options are not enough.",a year ago,2023-03-29 13:04:16.911584,,,,0,16,1,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,7f5d86d723d7cff1793ae6b69fa254b0,5,,a year ago,2023-03-29 13:04:16.914434,,,,0,3,6,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,7318b404e76fd4af825e53298a7f4dba,5,"Bartender was so nice! Out of my element, but felt right at home.",a year ago,2023-03-29 13:04:16.916824,,,,0,64,9,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,e6edf344158ba429bb3a85de738d54b2,5,What a great historical pub. It felt like home,a year ago,2023-03-29 13:04:17.435459,,,,0,61,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,894da5300599ac3dd4cae69798138f2b,5,Awesome neighborhood pub!,a year ago,2023-03-29 13:04:17.437673,,,,0,38,648,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,bf5ab79c0d2505c76faddc0ca7287e6e,4,"Not the place for wine, but if you are looking for a fun time and a great place for an open mic, this is your place",a year ago,2023-03-29 13:04:17.440940,Thank you for the brutally honest post. We are working on our wine menu and plan on having some exceptional affordable selections in the near months.,a year ago,2023-03-29 13:04:17.440940,1,42,12,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,1e23ee6a01dd9203f8475a7b19fc6639,5,One of the Best Bars Ive come Across!!,a year ago,2023-03-29 13:04:17.443905,,,,0,5,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,f28b3709048e4bb1fa0b9b1a46e1fe60,5,,a year ago,2023-03-29 13:04:17.446225,,,,0,,,,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,8b72da18428d25d50eae58a70b9558b4,5,,a year ago,2023-03-29 13:04:17.448503,,,,0,517,1227,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,79c8bb06ade3c36353ed4fc21b1f041a,5,Place has good vibes and great selection of drinks,a year ago,2023-03-29 13:04:17.450975,,,,0,249,194,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,d75dab0c76d7b88ffcc1bab40f3630f7,1,This place was excellent before COVID. Now the hours and days they are open awful. Every time my husband and I try to come here it s closed or the food isn t as good as it once was. Very disappointed.,a year ago,2023-03-29 13:04:17.453369,Thanks for the feedback Stephanie. We are a family owned and operated business and have not fully opened due to staffing issues. We have limited hours but we are slowly opening on the weekends for live shows and should be fully open by new years. We just hired a chef and we will be expanding our menu as well. We have weekly community events Sunday through Wednesday which is why we are open on those days. We work hard to provide a safe a welcoming space for our community and would appreciate it if you reconsider that one star but hope you have a great weekend regardless.,a year ago,2023-03-29 13:04:17.453369,0,6,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,68c676fd2019c1218ebaa6a0f5c5c02e,5,This place is perfect if you ask me. Classic Irish pub. Really feels apart of the community. Came on Balkan night and the music and people were 10/10. Thanks to Shaheen the owner for showing me a wonderful night here.,a year ago,2023-03-29 13:04:17.456162,We are honored to serve you sir! Thank you for your love and support habibi,a year ago,2023-03-29 13:04:17.456162,2,32,18,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,8db28084d8bd50025782e33da3ba09ce,5,Good food and fun open mic night,a year ago,2023-03-29 13:04:17.458966,,,,1,49,304,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,5550e487829b4d7d65de5c41c59d987c,5,,a year ago,2023-03-29 13:04:17.990363,,,,0,5,402,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,b087547a9c182e9784aabd213b3d9c2e,4,This place is nice I like it,a year ago,2023-03-29 13:04:17.992707,,,,0,46,9,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,dfadf3d2c81c0367955c39ef43b28c35,5,"I love the Starry Plough! What a great place! I came on a Monday for Irish Ceili dancing. Lessons begin at 7pm with easy to follow guidance for dancers of any experience level. Everyone is friendly, and supportive. I had so much fun! Best night out I ve had in a long time. Highly recommend.",a year ago,2023-03-29 13:04:17.995036,,,,1,11,12,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,9e333182723765e094c3bd603dcd48f3,5,Oldie but goodie so glad they reopened! Best funk night in town!,a year ago,2023-03-29 13:04:17.997103,,,,1,16,2,True,,
