,star_rating,review_title,review_content,date_of_rating,date_of_experience,reviewer_name,num_reviews,country,review_link,profile_link
65ce85f6553895f8d629b85f,5,Highly Professional Expertise & Quality Deliverables,Highly professional experts who produce high quality deliverables in a timely fashion,2024-02-15T23:45:27.000Z,"February 09, 2024",Chessmark,1,US,https://www.trustpilot.com/reviews/65ce85f6553895f8d629b85f,https://www.trustpilot.com/users/65ce85ea8aeb1d0013fd49fd
656f555badf63edb00233e37,4,Good,"The person I hired was professional but the site is a bit sticky/random with communications between customers and pro's. P.S. Make sure you copyright everything/all before you distribute anywhere on the internet. Not that I experienced anything on this site, but just saying.",2023-12-05T18:52:44.000Z,"November 16, 2023",Ady,3,GB,https://www.trustpilot.com/reviews/656f555badf63edb00233e37,https://www.trustpilot.com/users/652bd382c7ebdb0013bea0b2
64f6515c2b807d30745e21d4,1,Not all their producers are good.,"I hired someone who is supposedly a top tier producer and mixing engineer.I received a very amateurish service.Couldn't master my track properly and took the intro out completely after messing it up.After several attempts the results were abysmal,nobody liked the final mastered version of the track!It was money well wasted.I mastered it myself in the end,even Landr or e-mastered could do a muchbetter job.",2024-01-24T20:24:50.000Z,"March 22, 2023",Customer,7,GB,https://www.trustpilot.com/reviews/64f6515c2b807d30745e21d4,https://www.trustpilot.com/users/5b3242054de5666d34ae603e
65ce7fa891ad1306433cbe0e,5,Great Musician's Resource,An excellent resource for finding musicians and music production specialists.,2024-02-15T23:18:33.000Z,"February 12, 2024",Rob Knapp,1,US,https://www.trustpilot.com/reviews/65ce7fa891ad1306433cbe0e,https://www.trustpilot.com/users/65ce7f9d9663cd001314d638
65809bca8456cb37618d0ccc,1,Sound Better Support and the Seller tried to Hustle Me,"I placed an order with a producer on this platform and while he took at one point four days to respond to a question I thought maybe after I pay and he sees i’m a serious buyer he will treat me accordingly. No, he had poor communication and wouldn’t even confirm receipt of my order, no explanation of the process, what i can expect, when i can expect to hear from him etc so i messaged Sound Better and requested a refund. Sound better then takes my communication and shares it with the seller so the seller then reaches out to me using my communication to Sound Better against me.I had already told the seller to void my order before he had even seen the order bc so many days had passed. But right when i email the platform to cancel the seller emails me and says he will be done with my order shortly.Wow, so you go from never seeing the order details (as you can see when someone views your messages on the platform) to almost being done with building a custom beat around my vocals and can send it to me that day? SmhHe was lying so he could make an argument to keep my money because Sound Better was relaying my emails to him. Shady business practices. You would think the platform is neutral and working to assist with a resolve not working against buyers bc they want to keep the money so desperately. How unethical.",2023-12-18T21:21:47.000Z,"December 18, 2023",Cj,2,US,https://www.trustpilot.com/reviews/65809bca8456cb37618d0ccc,https://www.trustpilot.com/users/65809baa302f560013437914
633fabecb67840c2ab2a7503,5,SoundsBetter makes it possible (and easy) work with A-List music-industry talent,"I hired a vocalist and a mix engineer via SoundBetter and planning to keep using it. The overall quality of the musicians on offer far exceeds competitors like Fiverr and it is almost shocking to have access to some of the talent that's available.The website itself is simple and straightforward. It gives an easy way to choose a pro, send messages, share files pay and everything you might expect. It's also nice that the price you're being offered is the price you pay (no hidden costs). I highly recommend.",2022-10-07T06:32:45.000Z,"October 07, 2022",Isaac Hagoel,3,AU,https://www.trustpilot.com/reviews/633fabecb67840c2ab2a7503,https://www.trustpilot.com/users/62da725b2b646500123ffb79
649c622d5594f01ee5b4fd12,5,I Had a perfect experience With TSL,"I Had a perfect experience TSL is Definitely The Best Producer I have ever Worked With Soundbetter.com Needs more people like him. He was nice, professional, and his work was the highest quality I've experienced beforeMy Soundbetter.com Account Name is Dan WingI have a Verified 5 star Review for Him on Soundbetter",2023-06-28T18:39:09.000Z,"June 23, 2023",Bagelboy Official,1,US,https://www.trustpilot.com/reviews/649c622d5594f01ee5b4fd12,https://www.trustpilot.com/users/649c60673006ac0012f6ad2c
6441b760eab693f91ae7e5fd,1,Could be better,"My only disgust is that not one thing was mentioned in your email about leaving a “review”, of how Soundbetter could help me as an artist.At least include for the artist a 10% discount code for trying to leave a review. Or much less, the appreciation to the artist in that email using this site would be better.",2023-04-21T00:06:24.000Z,"April 20, 2023",Angl Traps,1,US,https://www.trustpilot.com/reviews/6441b760eab693f91ae7e5fd,https://www.trustpilot.com/users/6441b74e42265700133624cb
61019187f9f487044c4b12b1,5,"We did a reamake of the hit ""Rock Your Baby""","We did a reamake of the hit Rock Your Baby"" and 2 other songs on this project. We also did over 30projects on Soundbetter on 2 different accounts. i only had one unusual experience a few months ago where the singer vanished.lol.Okay,about that latest projecy every thing went smoothly on what I produced with 2 others from theSoundbetter site.the project is already streaming on Spotify and all other platforms.",2021-07-28T17:19:03.000Z,"July 28, 2021",Frank Fvanti,1,US,https://www.trustpilot.com/reviews/61019187f9f487044c4b12b1,https://www.trustpilot.com/users/610191215efa540012c83adb
634803e59b12f67dfee00d5e,4,Great platform,"Great platform. I am not sure how the rankings work, but it is quite hard to be found if you do not have consistent work coming in, although you may be doing a great job, it will depend a lot on being a grammy nominated individual or trying to bring outside customers to the platform. Although having tried that, they will take 8% fee or more altogether without a guarantee your profile will be pushed higher. I guess there's work to do on both sides, I'll keep experimenting to see what works.",2022-10-13T14:26:13.000Z,"October 13, 2022",Morgan Bosc,5,GB,https://www.trustpilot.com/reviews/634803e59b12f67dfee00d5e,https://www.trustpilot.com/users/5edf47942bbe548e59e0f617
650a184e855c13f2e76e7799,5,Great platform to earn some extra…,Great platform to earn some extra income as a singer! Would definitely recommend!,2023-09-19T23:53:18.000Z,"September 19, 2023",Milan Mash,2,NL,https://www.trustpilot.com/reviews/650a184e855c13f2e76e7799,https://www.trustpilot.com/users/6509e061131dcf00116fec95
64e89814173395c78cd4efbc,1,This website is such a scam,This website is such a scam. They do not protect their artists from people trying to take advantage of their work. They stop replying to your emails the second you need assistance.,2023-08-25T14:01:24.000Z,"August 25, 2023",Maylyn,1,US,https://www.trustpilot.com/reviews/64e89814173395c78cd4efbc,https://www.trustpilot.com/users/64e898097f23b0001274f4a0
649dd26c1b4c68ec0951e23a,5,"I've worked with those musicians and mixers several times now, and each time it's been a wonderful discovery. I won't hesitate to repeat the experience as soon as I can","Before being professional and attentive, they are all very professional, and it's a real pleasure to work with these wonderful people. Bravo and to all these wonderful artists and to SoundBetter,",2023-06-29T20:50:20.000Z,"June 29, 2023",Jeen K,1,FR,https://www.trustpilot.com/reviews/649dd26c1b4c68ec0951e23a,https://www.trustpilot.com/users/649dd252f3b04b0011ad6eb9
649bdfe44e3f18d02966dd4b,5,Great service from a great person,,2023-06-28T09:23:16.000Z,"June 08, 2023",Gavin Edwards,4,GB,https://www.trustpilot.com/reviews/649bdfe44e3f18d02966dd4b,https://www.trustpilot.com/users/5ebd42222427952af849f343
649b72f254b31683be8c96b1,5,Great,"Meg was great, she did a fantastic job!!! SoundBetter is an awesome site for people to connect on projects.",2023-06-28T01:38:26.000Z,"June 23, 2023",Lindsey,1,US,https://www.trustpilot.com/reviews/649b72f254b31683be8c96b1,https://www.trustpilot.com/users/649b72e32906af0012f0c25e
649b501531fa2d8ec7f5b490,5,Great working with Warren P,"Great working with Warren P. I was really impressed with his vocals, made me proud that he put such emotion in this song means a lot to me. SoundBetter thanks for giving a simple musician like me to shine.",2023-06-27T23:09:41.000Z,"June 12, 2023",D varela,1,US,https://www.trustpilot.com/reviews/649b501531fa2d8ec7f5b490,https://www.trustpilot.com/users/649b2652a14cbb00110c6863
649b40ef6812d2e0a38b0ca5,5,Connection with Clients,"Getting connected with serious clients looking for production work, as well as a great selection of musicians for hire has been a real game changer. I'm very pleased with SoundBetter overall!",2023-06-27T22:05:03.000Z,"June 23, 2023",Nate,3,US,https://www.trustpilot.com/reviews/649b40ef6812d2e0a38b0ca5,https://www.trustpilot.com/users/610955f03c9cae0012a61714
649b331eb6a1d74d7c17b9e8,5,best platform for hiring session…,best platform for hiring session musicians and engineers,2023-06-27T21:06:06.000Z,"June 22, 2023",Idan Altman,6,NL,https://www.trustpilot.com/reviews/649b331eb6a1d74d7c17b9e8,https://www.trustpilot.com/users/5cef92fd789d343fc3ee03e9
649b2c02aff8482bea6a84e7,5,Great hub for musicians,Great hub for musicians. Only used once but was very happy with the process and results.,2023-06-27T20:35:46.000Z,"June 23, 2023",Mark,1,US,https://www.trustpilot.com/reviews/649b2c02aff8482bea6a84e7,https://www.trustpilot.com/users/649b2be3fa81aa0012bd53a3
649b2511cec7d856eed135f7,2,you need a real talk to assistant..it…,"you need a real talk to assistant..it would help us get the most out of your platform,..you get lost in the way to make music matter...",2023-06-27T20:06:09.000Z,"June 25, 2023",Edwin Balder,1,US,https://www.trustpilot.com/reviews/649b2511cec7d856eed135f7,https://www.trustpilot.com/users/649b2509469a430012e9fd73
649527c19f7435820bb02389,1,I purchased a vocal job and never received any stems,I purchased a vocal job and never received any stems. I complained to NYS AG office and they wrote to the AG office the matter would be resolved. I wrote to the AG office nothing is being done to resolve the issue. The AG office just wrote to say SoundBetter is not answering their request to resolve the issue. This thing has been going on for 7 months. Now I have to take it to small claims court.,2023-06-23T07:04:01.000Z,"October 27, 2022",Marlon B,5,US,https://www.trustpilot.com/reviews/649527c19f7435820bb02389,https://www.trustpilot.com/users/6245e603c763a90013b1dbda
6490c4bb6ab37224bf794a85,1,Stay away from this service.,"Got tricked by a customer that ask me to record over one tune and agreed to a fee. Later he said that didn't pretend anything from me and was just a ""demo"" for fun. I notice only after that the project was not funded. I brought this to the attention of Soundbetter and looks like the platform encourages clients to ask for ""FREE DEMO"" from professionals. They stop to answer me when I asked update about the case... So unprofessional. Stay away from this service, no professional should do anything for free.Update: the clients refuse to sign a contract of mine that states that he can't use my demo for commercial use. So basically I gave for free usage my demo and Soundbetter did nothing about it. Now I'm forced to take action just because no help from the platform...",2023-06-19T23:12:27.000Z,"June 01, 2023",A.D.,2,FI,https://www.trustpilot.com/reviews/6490c4bb6ab37224bf794a85,https://www.trustpilot.com/users/61992666eba3dd001331a5dc
644580665025a15f5c4562e5,5,Soundbetter is a wonderful platform…,Soundbetter is a wonderful platform connecting creatives!,2023-04-23T21:00:54.000Z,"April 23, 2023",Nicole,3,US,https://www.trustpilot.com/reviews/644580665025a15f5c4562e5,https://www.trustpilot.com/users/643fe9286eca2600130cc97c
64431e3df458a61da23e42ff,5,Great experience with mixing/mastering,"Was very happy with my repeat purchase of a mix/master on one of my tracks. The Soundbetter UI is a little bit clunky, but they have good engineers on their platform.",2023-04-22T01:37:33.000Z,"April 14, 2023",Niels,3,US,https://www.trustpilot.com/reviews/64431e3df458a61da23e42ff,https://www.trustpilot.com/users/62562b7ab1ec170012600018
6441bd3e28962cdedf8aa8e0,5,I am able to find amazing professionals…,"I am able to find amazing professionals for my projects, and I also get to be apart of other producers projects too!",2023-04-21T00:31:26.000Z,"April 11, 2023",Vivek,3,CA,https://www.trustpilot.com/reviews/6441bd3e28962cdedf8aa8e0,https://www.trustpilot.com/users/5bd9b4844de5666d34b0781d
6441a6a6303b4e72f3b3e563,5,Long Live Soundbetter,"Soundbetter is a wonderful creation and a great way to quickly find top-notch singers and producers. I use it all the time and recommend it highly.  Norm Zada, Ph.D.",2023-04-20T22:55:02.000Z,"September 20, 2022","Norman Zada, Ph.D.",1,US,https://www.trustpilot.com/reviews/6441a6a6303b4e72f3b3e563,https://www.trustpilot.com/users/6441a68366615b0013b41c5f
6441a5c82d77a85312af2f6e,4,Great overall,"I had a couple bad experiences there but mostly have been great, I have been able to fix a lot of production issues I had that nobody could do locally. I have hired enough producers in my country to realize that SoundBetter was the solution to all of my problems. Will keep on hiring more musicians and producers to finish my album.",2023-04-20T22:51:20.000Z,"April 19, 2023",Nicolas Eddowes,1,PE,https://www.trustpilot.com/reviews/6441a5c82d77a85312af2f6e,https://www.trustpilot.com/users/6441a5be4226570013361a7f
6441a1dc94592c3f334c7d68,5,Incredible👍🏻,It’s been amazing experience's andIt connect people together to create great music.,2023-04-20T22:34:36.000Z,"April 20, 2023",Ella Kadosh,1,GB,https://www.trustpilot.com/reviews/6441a1dc94592c3f334c7d68,https://www.trustpilot.com/users/6441a1d5c26e750015377b09
644199b55386eaef9693da78,5,Elliot did a great job to my ears,Elliot did a great job to my ears.  Very fast turn and so easy to communicate with.,2023-04-20T21:59:49.000Z,"April 16, 2023",Jim Ogletree,2,US,https://www.trustpilot.com/reviews/644199b55386eaef9693da78,https://www.trustpilot.com/users/644199a96ce5cc001291ed31
6441883185eef79cfedf1196,5,Soundbetter is simply the best platform…,Soundbetter is simply the best platform for professional and amateur artists.A competent and fast team.I recommend,2023-04-20T20:45:05.000Z,"April 20, 2023",sebastien marchini,2,FR,https://www.trustpilot.com/reviews/6441883185eef79cfedf1196,https://www.trustpilot.com/users/61917db8b6fa96001230241a
644186c0f7f4ad282610bdc2,5,Real pros for all budgets,SoundBetter has real pros for all budgets and all kinds of projects. The interface is easy to use. It's easy to find people I might want to work with and to find them again later if I want to work with them again. The project funding feature increases trust for both parties.,2023-04-20T20:38:56.000Z,"April 17, 2023",Chris Bush,1,US,https://www.trustpilot.com/reviews/644186c0f7f4ad282610bdc2,https://www.trustpilot.com/users/644186a8c26e750015376732
64418524a032d408f8bcbb7d,5,I've had an overwhelmingly positive…,"I've had an overwhelmingly positive experience on sound better. All the professionals I've dealt with have been honest, open, talented and hard working. Would definitely recommend this site",2023-04-20T20:32:04.000Z,"April 20, 2023",customer,3,GB,https://www.trustpilot.com/reviews/64418524a032d408f8bcbb7d,https://www.trustpilot.com/users/62f23cb32131dc001295f96d
64417d0fd268331b965d7033,5,Never let me down,I've used SoundBetter a few times now and the service has never let me down. The quality of music professionals on there is uniformly excellent.,2023-04-20T19:57:35.000Z,"April 11, 2023",John Topley,1,GB,https://www.trustpilot.com/reviews/64417d0fd268331b965d7033,https://www.trustpilot.com/users/64417cf866615b0013b3fe85
6430d657294826154d13b6a8,1,My experience with the actual mix and…,"My experience with the actual mix and master engineers has always been great. I'm giving one star because the customer service from the sound better team I experienced and am currently experiencing is horrible. I was informed by the engineer I was working with that he refunded money from a job 3 months ago in January. I never received an email nor notification about the refund. I reached out March 24th to gain clarity. I was told it was stored as credit that I can't see nor have access to through my account. I ask to use the credit to fund a new job. No response for 3 days. I followed up on the 5th day. I sent an email on the 6th day. After the 7th I asked the person Im working with if they could email them to get the job going. At this point I just want the money back in my account. I received a response finally on April 4th and then I was ghosted. I still have not received a refund. I'm normally relaxed about this type of stuff. But  have received zero communication while you're holding my money and the job up. It don't cost nothing to let me know things will take time.After this review and 2 weeks of delay they sent my refund via paypal as goods and services so that I could be charged a fee. Lmaoo. I can not make this up. Yall are not purchasing a thing from me, you are refunding money.",2023-04-09T00:27:34.000Z,"April 04, 2023",Tyrik,1,US,https://www.trustpilot.com/reviews/6430d657294826154d13b6a8,https://www.trustpilot.com/users/6430d646ab6c6b0013f0e3f4
642d521806b78432dcc31544,4,Great business model. Terrible execution,"UPDATED:Further to the review below, I have been explained the story by SoundBetter that it was in fact a problem with hyperwallet, the payment operator, and not with SoundBetter.In case you haven't seen, hyperwallets trustpilot score is shocking and so I am hoping SoundBetter can find an alternative solution to their payment systems to make things run more smoothly.So, 4 out of 5Any pro musicians/session musicians on here using SoundBetter?I'm not getting paid.I feel bad for the client, as he has lost his money. Basically the client ""paid"" me, but I never received the money. And using the hyperwallet (what is this?!) payment tracker shows the money has been ""returned"" (whatever that means?)What is with hyperwallet?!Have SoundBetter also been scammed?This all stinks pretty bad.SoundBetter are not replying to emails at all.The irony is that I have a LOT more work coming, all of which I am sure they will end up losing their commission on now.If they don't care about their clients, maybe they should care about future lost earnings?!Seriously SoundBetter, if you spent more time running the business properly you would get better reviews, retain customers, make more money and not have to waste your time defending your poorly run platform on pages like this. Self destruct sequence initiated...",2023-04-05T19:05:35.000Z,"April 05, 2023",Rich Millin,5,DE,https://www.trustpilot.com/reviews/642d521806b78432dcc31544,https://www.trustpilot.com/users/602dfe932871db001a36c346
6414593d6a499820c805b8d3,5,Great experience and lovely support,"Made my first job recently as a producer, and it was brilliant. However, I've had some issue with receiving the Payment because of my PayPal account.I wrote to the support team, and Alan has responded to me instantly and helped me to receive the held funds. Within two days, I've received the payment.I recommend this company, as I felt true support and fast response. Besides, I love how everything looks and feels on the platform. I will definitely prepare my page for getting more work with clients",2023-03-17T14:12:45.000Z,"March 17, 2023",Roland Garross,1,UA,https://www.trustpilot.com/reviews/6414593d6a499820c805b8d3,https://www.trustpilot.com/users/641459332fc3010012be08c4
63d834da4b01fb3f5491bfa1,1,I've been a regular customer of…Soundbetter,"I've been a regular customer of soundbetter (got 18 positive comments). So far I only had one bad experience with someone who doesn't delivered anything and got my funding blocked forever. I chase the dude on every social network and got it refunding me. I thought it was an isloate issue. I recently experienced 3 similar situations in a row. Once again I fixed one issue alone by myself but 2 cases are still pending. I'm writting this review and will repost as much as I can to avoid other artist to finish in the same dead end path I'm. Let's be clear: There's no customer service and no buyer protection. Once you've funded your project....that's a bet. There's no ""cancel request "" option. there's no deadline for delivey not even for unanswered message. I've actually funds blocked by someone who've been ignoring my message for months. I've send 7 emails the every adress I've been abble to find (Jordan / Alan / info at .....) nothing happen. There's no ticket or reference system which clearly means that they don't are about the follow up of anything. This platform looks like it works by itself. If your deal is wrap then lucky you , if not....say goodbye to your money. prefer other similar platform like Fiveer because of their real customer support.Last thing: Don't get twisted. Even artist I had bad time with wrote a nice comments "" we had a true collaboration.....""  dude didn't asked anything before writing and recording. He'd never asked any technical details and delivered some files....that's the last time he visit the platform. So those fake 5 stars doesn't mean nothing.",2023-01-30T23:21:30.000Z,"January 29, 2023",David,2,FR,https://www.trustpilot.com/reviews/63d834da4b01fb3f5491bfa1,https://www.trustpilot.com/users/61fd5dc0a082de00125e88ed
639a98d1d075435bd8dc65e9,5,Soundbetter is awesome,Soundbetter is awesome! I have made so much great music on the platform! Songs that have been streamed millions of times.,2022-12-15T05:47:29.000Z,"December 14, 2022",HS,1,US,https://www.trustpilot.com/reviews/639a98d1d075435bd8dc65e9,https://www.trustpilot.com/users/639a98ba15fd7400124938f2
639904b5eb0ad848990a30b2,5,Go the extra mile!!,To make a difference you have to go the extra mile. That's the way I did by booking a professional mixing engineer on SoundBetter. Now blessings are coming from everywhere! DJ Cosmin,2022-12-14T01:03:17.000Z,"December 07, 2022",DJ Cosmin,1,DE,https://www.trustpilot.com/reviews/639904b5eb0ad848990a30b2,https://www.trustpilot.com/users/63990487b9b21d001256dbe6
6399031deb0ad848990a2fcc,5,Easy to find many high-quality options,Easy to find many high-quality options.  Helped me feel comfortable working with someone I didn't know yet.,2022-12-14T00:56:29.000Z,"December 13, 2022",A S,2,US,https://www.trustpilot.com/reviews/6399031deb0ad848990a2fcc,https://www.trustpilot.com/users/6155dd3b07f5bf0012e6708f
6398fcc2eb0ad848990a2bf0,5,Song Produced,"I had the opportunity to work with a producer who worked with me on my 1st and 2nd song. Once my 1st was published, we worked on another song and it only took him a week to send the initial draft over and I loved it. I am very new to the music industry and my producer has been trustworthy and honest from the beginning. I will definitely be working with the same producer and SoundBetter again.",2022-12-14T00:56:09.000Z,"December 02, 2022",Alysha Simmons,1,US,https://www.trustpilot.com/reviews/6398fcc2eb0ad848990a2bf0,https://www.trustpilot.com/users/6398fb283fac7f001217dec2
6398ea80d075435bd8dafd13,5,I was hesitant to hire someone on…,"I was hesitant to hire someone on SoundBetter at the beginning. Never heard of it and wasn’t sure about the quality of the talent. After my first project, I know I’ll use SoundBetter for all my songs. I felt the workflow was very carefully crafted to cater musicians and I felt like SoundBetter knew what was next in the process. I recommend it 100%",2022-12-13T23:11:28.000Z,"December 03, 2022",Matt Bogado,4,US,https://www.trustpilot.com/reviews/6398ea80d075435bd8dafd13,https://www.trustpilot.com/users/5acd65c74de5666d34de49cf
6398c296eb0ad8489909ee09,4,Matching talented musicians to enhance your music,Soundbetter gives examples of theirs clients work and ability to match your requirements to your musical project Some times they are not exactly as heard but one instance I had they put it right and I got a refund,2022-12-13T20:21:10.000Z,"November 21, 2022",Ben Robinson,2,GB,https://www.trustpilot.com/reviews/6398c296eb0ad8489909ee09,https://www.trustpilot.com/users/6398c266ddb4410016b47030
6398c0ced075435bd8dacb86,5,Great service for music industry,Great service for music industry. Recently I found the mastering man I needed on this platform that I have been using for long time,2022-12-13T20:13:34.000Z,"December 04, 2022",Giovanni Traverso,6,IT,https://www.trustpilot.com/reviews/6398c0ced075435bd8dacb86,https://www.trustpilot.com/users/5a13fd9b0000ff000ae58ba6
6398bf86eb0ad8489909e982,5,"The best music marketplace to make your song ""SoundBetter""!","SoundBetter is my favourite music marketplace!I love it both as a Premium Provider and as a Client.I recently completed a special project, it was an original song I wrote and I wanted to bring it to the next level.Thanks to SoundBetter I found an amazing producer and an amazing singer/vocal editor who recorded amazing backing vocals on top of the amazing instrumental I got from the producer. Both amazing talents who really made my song amazing. Their support is also super professional and kind, and quick to reply via the super handy chat!SoundBetter is a dream!Highly recommended, thank you!!!",2022-12-13T20:08:06.000Z,"December 04, 2022",Emilio Lanza,5,IT,https://www.trustpilot.com/reviews/6398bf86eb0ad8489909e982,https://www.trustpilot.com/users/603fb06d29773c00194cfb7b
6398a68dd075435bd8daa500,5,I love soundbetter it helps me find…,I love soundbetter it helps me find everything from music to writers. They are affordable and on time,2022-12-13T18:21:33.000Z,"December 11, 2022",Fly Kid Music Group,1,US,https://www.trustpilot.com/reviews/6398a68dd075435bd8daa500,https://www.trustpilot.com/users/6398a681a77a7000123a4ced
6398a025eb0ad8489909baec,5,Great easy service,Great easy service. Whole process was very straight forward and communication with the artist was easy.,2022-12-13T17:54:13.000Z,"December 13, 2022",Manuel J. Waldner,3,GB,https://www.trustpilot.com/reviews/6398a025eb0ad8489909baec,https://www.trustpilot.com/users/6398a01da77a7000123a48d1
63989ee8eb0ad8489909b93f,5,"Great service, a pool of talent waiting to be unleashed!",I have used Sound better for mastering three of my tracks now. Website is very easy to navigate and there's plenty of experienced and talented people on there to help you achieve whatever you're after. Never had any problems all transactions and deals went smoothly.,2022-12-13T17:48:56.000Z,"December 13, 2022",James Clark,1,GB,https://www.trustpilot.com/reviews/63989ee8eb0ad8489909b93f,https://www.trustpilot.com/users/5cb3368c2d7a956f4303ca60
6388e8ad252cba2c02ea3ef3,1,I cannot recommend this website at all,"I cannot recommend this website at all. In short, I did not receive what I ordered. I was supposed to receive 2 more free revisions once I paid the full purchase price. Stupidly, I paid the full purchase price and I ended up not receiving a single revision. The seller then just looked for reasons to get rid of me quickly. Soundbetter does not interfere or care about anything when there are problems. I can only advise everyone to keep their hands off Soundbetter, there are far better providers, where you can even find the same sellers, who sometimes even offer much better prices than on Soundbetter. I thought on Soundbetter only professionals would be on the road, but that is not the case. Conclusion: Much too expensive and no protection, if there is a problem between buyer and seller. Although I was able to prove by screenshots and email logs that I did not receive what I ordered and there was no revision afterwards, my application for buyer protection at PayPal was also rejected, with the reasoning that I had received something.",2022-12-01T19:47:25.000Z,"November 02, 2022",Stefanie,1,DE,https://www.trustpilot.com/reviews/6388e8ad252cba2c02ea3ef3,https://www.trustpilot.com/users/6388e8a16177160013534b1c
