,CompanyName,ReviewDate,ReviewContent,StarRating,ReviewType,Metadata
64162e8494a4a3b4c6840a34,reverbnation,2023-03-18 23:35:00,"Stay away from this scam & fraud site…: Stay away from this scam & fraud site at all costs. I have filed a complaint against them with the Attorney's General Office of California. I was never notified of being billed $12.95 for 12 months adding up to $155. Their service was never used and I only signed up for a trial that never benefited me in any way. I have disputed all 12 fraudulent charges that were debited without my consent and they have an ongoing investigation with the AG’s office. We need to get this site shut down permanently. I have documentation of all dates, times, policies, IP login details, and proof showing that I never agreed to such charges.",1,Trustpilot,"{'ExperienceDate': 'March 18, 2023', 'AuthorName': 'Music Lover', 'AuthorCountry': 'US', 'AuthorReviews': 2, 'ProfileLink': 'https://www.trustpilot.com/users/64162e78b499850012b1606e', 'ReviewLink': 'https://www.trustpilot.com/reviews/64162e8494a4a3b4c6840a34'}"
5b1d4c116d33bc0fd864bf09,reverbnation,2018-06-10 16:04:33,"I have been with Reverb Nation for over…: I have been with Reverb Nation for over seven years promoting my own band the Bruce Maier Band. No, we aren't rich and famous stars and we are only a regional success. Tools like this which have cost me zero are vital to our own local promotion and linking to other social media sites. I am 100% satisfied with the Reverbnation service! bjm",5,Trustpilot,"{'ExperienceDate': 'June 10, 2018', 'AuthorName': 'Bruce J Maier', 'AuthorCountry': 'US', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/5b1d4c034de5666d346e9b48', 'ReviewLink': 'https://www.trustpilot.com/reviews/5b1d4c116d33bc0fd864bf09'}"
6433e548ac0732be15858b4e,reverbnation,2023-04-10 12:30:33,"You're no more than a fraud: BrainControl1You're no more than a fraud. My players are not counted and pennies are paid out. There's no way to contact you, and I think you're a criminal conspiracy. You should be ashamed to death for exploiting artists like that. I'm going to take down all my music that I've released about you. I've worked as a sound engineer in broadcast for 25 years and I can assure you that I have the knowledge to make you famous worldwide with your actions.",1,Trustpilot,"{'ExperienceDate': 'April 10, 2023', 'AuthorName': 'Ton Mann', 'AuthorCountry': 'DE', 'AuthorReviews': 4, 'ProfileLink': 'https://www.trustpilot.com/users/632d52309d1dbc001224c02c', 'ReviewLink': 'https://www.trustpilot.com/reviews/6433e548ac0732be15858b4e'}"
5cffd526b055990790e59bf3,reverbnation,2019-06-11 16:21:58,"AVOID....NOT a Musicians Friend: AVOID! Our 'free trial' turned into them charging us hundreds of dollars for a site we never used....never an invoice. When we called in to complain about it, the disabled and blocked our account so we can't even see the 'transactions' that took place and now refuse to even answer emails or phone calls. These people take advantage of musicians and artists. STAY AWAY!",1,Trustpilot,"{'ExperienceDate': 'June 11, 2019', 'AuthorName': 'Jemal Wade Hines', 'AuthorCountry': 'US', 'AuthorReviews': 2, 'ProfileLink': 'https://www.trustpilot.com/users/5cffd48d252a766efd24f69f', 'ReviewLink': 'https://www.trustpilot.com/reviews/5cffd526b055990790e59bf3'}"
5e2fe4303c93ae0b24985e67,reverbnation,2020-04-01 19:54:36,"A brilliant platform for any kind of musician!: A very powerfull tool for any kind of artist!Especially for musicians I highly recommend it.With immediate chart positions,who viewed your profile,easy become a fan of other artists.Inner mail,fan comments,a lot of space for demonstrating your music,email marketing,you can set up your own label or venue,say where your next show is,in platform purchase of your album and plenty of other feautures for free!If you feel like becoming more professional in music you can be your own manager with a premium subscription  but even without one you have a lot of managing tools as it is!",5,Trustpilot,"{'ExperienceDate': 'January 28, 2020', 'AuthorName': 'Ioanna Saini', 'AuthorCountry': 'GR', 'AuthorReviews': 17, 'ProfileLink': 'https://www.trustpilot.com/users/5dc2c6131f54b972088a5c5c', 'ReviewLink': 'https://www.trustpilot.com/reviews/5e2fe4303c93ae0b24985e67'}"
5c3a8f819d378009a45bc271,reverbnation,2019-07-20 17:28:03,"Reverb Nation fully deserve minus 5 stars: In all honesty Reverb Nation is diabolical ""service"" that deserves minus 5 stars. It's a 100% robot controlled time wasting monstrosity. No chance whatsoever of getting any human assistance in response to any question. I submitted my profile and a nice song for distribution via Spotify. The experience was pure hell. At least  20 requests for help with one problem after another. Never once received a proper response. The only replies they sent were links to nonsense that has nothing to do with my questions or problems encountered with Reverb Nation forms. These forms fail totally. Total and utter waste of precious time.",1,Trustpilot,"{'ExperienceDate': 'January 13, 2019', 'AuthorName': 'roland grimm', 'AuthorCountry': 'GB', 'AuthorReviews': 5, 'ProfileLink': 'https://www.trustpilot.com/users/5be58c0c5483f4b8a9a60a85', 'ReviewLink': 'https://www.trustpilot.com/reviews/5c3a8f819d378009a45bc271'}"
618fb13001034f34babe46f5,reverbnation,2021-11-13 12:36:00,I don’t like the way you pressure me…: I don’t like the way you pressure me into spending money on promoting my music. I upgraded to a premium account and I ended up paying extra for a promotion I didn’t want. I agreed to run a promotion for seven day s and you continued it going without my consent and it was difficult to cancel it. I’ve got dyslexia and I find this part of your service none user friendly and I feel I’ve been ripped off.,1,Trustpilot,"{'ExperienceDate': 'November 13, 2021', 'AuthorName': 'Stevie Rico', 'AuthorCountry': 'GB', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/618fb1206bff2a0013386f9c', 'ReviewLink': 'https://www.trustpilot.com/reviews/618fb13001034f34babe46f5'}"
6369996bb84cc27618e52912,reverbnation,2022-11-08 01:48:59,SCAM ALERT: SCAM ALERT! I wish I'd read these reviews before I got involved with this mess. Subscription services that I purchased through these scammers have no link for me to unsubscribe and meanwhile the billing continues. They have a video that shows you how to pull up a settings page where all this stuff is supposed to be and what is shown in the video is not what's on my page. There is no record of my subscription services anywhere on my account page and therefore no unsubscribe link. BIG WARNING DON'T WASTE YOUR MONEY!,1,Trustpilot,"{'ExperienceDate': 'November 07, 2022', 'AuthorName': 'Sioux Robbins', 'AuthorCountry': 'US', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/63699960e01f360013b1e4bc', 'ReviewLink': 'https://www.trustpilot.com/reviews/6369996bb84cc27618e52912'}"
5cfe87b5b055990650f61d65,reverbnation,2019-06-10 16:39:17,They stole hundreds of dollars from us…: They stole hundreds of dollars from us with monthly fees and we never received a single email or invoice. When we finally saw this they shut us out of our own account so we could not see our billing history. Serious violation.,1,Trustpilot,"{'ExperienceDate': 'June 10, 2019', 'AuthorName': 'Moksha Sommer', 'AuthorCountry': 'US', 'AuthorReviews': 2, 'ProfileLink': 'https://www.trustpilot.com/users/5cfe87aad2e777559539b99d', 'ReviewLink': 'https://www.trustpilot.com/reviews/5cfe87b5b055990650f61d65'}"
651a2f85aaaae57559b1ed96,reverbnation,2023-10-02 04:48:37,"I have recently put in numerous take down requests no response: I have recently put in numerous requests to have songs removed and they mistakely removed 1 song i made a mistake to be removed, figured out the songs i needed to be removed and requested them multiple times and also apologized twice for my mistake as it was a genuine mistake due being frustrated to the fact my personal online identity is tied to this person still as this person has caused many hardships in my life and i got away from them. Now asking for help to get these 2 songs removed only to keep getting my tickets closed with no valid reason. Im pretty frustrated with your company. If you need screen shots for proof please I will provide my inventory...",1,Trustpilot,"{'ExperienceDate': 'September 28, 2023', 'AuthorName': 'J H', 'AuthorCountry': 'US', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/651a2f7d30a615001202c86d', 'ReviewLink': 'https://www.trustpilot.com/reviews/651a2f85aaaae57559b1ed96'}"
62f3b56b4c35e69ec52907f7,reverbnation,2022-08-10 20:37:12,"Biggest rip off since gas prices: Biggest rip off since gas prices, i authorized a 1 time payment of $35 for advertisement and the results are like making love to a toilet seat, not to mention the recurring charge that keeps going on even after i checked the 1x payment option, and the fact paypal does not answer the phone for anyone needing to speak to a human so you can attempt to have the situation resolved. I do not take kindly to being robbed and will be contacting the proper authorities to find out what can be done about this abusive, shady, sorry excuse of a company whom operates on a healthy dose of daily open fraud. ReverbNation, After Your reply i have more to add. changing the contract does not change that the check box was there before and, i sent numerous emails asking why i was being charged when i thought you had done the respectful thing and trusted you made a mistake i found that you just didn't give a dam so please take your narcissist attitude and shove it with your misleading contract where the sun doesn't shine wile you refund my money .",1,Trustpilot,"{'ExperienceDate': 'August 10, 2022', 'AuthorName': 'Middle Finger Music', 'AuthorCountry': 'US', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/62f3b55dd18c280012747422', 'ReviewLink': 'https://www.trustpilot.com/reviews/62f3b56b4c35e69ec52907f7'}"
62ed1f9a8000af4a8855a8ac,reverbnation,2022-08-11 15:42:16,"I have never purchased any service from…: I have never purchased any service from them.I have been installed their app BandLab and that probably give them an access to my details - the transaction is 100% fraudulent but the PayPal has closed the case without any explanation!!! They set up the reoccurring payment for £9.xx without even sending me any email!!! That's is a criminal activity! I will speak to the Google to remove the fraudulent app from Play Store. How it is even possible to get a money without any confirmation - this kind of the activity should be illegal! The law needs to be changed as I can see from lecture of the TrustPilot reviews they doing it for years! So many people have been scammed by those robbers! It has to be stopped somehow - Only thing they offer is a shoot of the adrenaline - I am especially angry because they wasn't even offer me any proof of the transaction. It is not good for the online business needs to be STOPPED ASAP!What a surprise! They refunded all money within 60 minutes 💵. I have no idea if TrustPilot review has helped or harsh criticism on the PayPal, but it gives me a hope that internet based transaction and online business still can survive and it is still possible to use the internet the and not being completely scammed.",3,Trustpilot,"{'ExperienceDate': 'August 05, 2022', 'AuthorName': 'Mr R', 'AuthorCountry': 'GB', 'AuthorReviews': 20, 'ProfileLink': 'https://www.trustpilot.com/users/589ba3d20000ff000a756f47', 'ReviewLink': 'https://www.trustpilot.com/reviews/62ed1f9a8000af4a8855a8ac'}"
62c2500c853b02c06c9660c9,reverbnation,2022-07-04 04:27:24,"Over-priced. Would not recommend: In fairness, the features are useful, and I have been using the free package just to create a space where i can keep a log of all my original music for my followers / and my self to access/ stream. What I HATE about it is that they always fish for upgrade fees by dangling ""opportunities"" in front of your nose. Once you enter for an opportunity you then get told you need to upgrade (like $13 pcm)....an obvious ploy. If the upgrade was not so much money, I would go for it, like say $5 pcm instead...I mean i can sign up on other services for similar opps for about that...and it is probably just as good/bad.Also the digital distro costs are very very high. Like to put a single out through RN, to most major DL platforms is 9.95 per year per track...compared to say Distrokid's one-time 50 year fee of about the same! So Distrokid is like 50 x less!Still, I use RN just to keep a portfolio of work. I do like the media player and interface, but that is about it really. I think I will likely continue to use it as a way of documenting my work, seeing as i am independent and not ""famous"" or mainstream in any way. No harm done I guess.My RN page is Danny M Stewart / Innobassion here in case anyone wants to see how I use it.",2,Trustpilot,"{'ExperienceDate': 'July 04, 2022', 'AuthorName': 'Danny M Stewart', 'AuthorCountry': 'JP', 'AuthorReviews': 2, 'ProfileLink': 'https://www.trustpilot.com/users/62c24f78b51dba0013652dd1', 'ReviewLink': 'https://www.trustpilot.com/reviews/62c2500c853b02c06c9660c9'}"
62a2221d6d54f921071123e2,reverbnation,2022-06-09 20:00:47,"Your USERID and Password are exposed here.: Over the past several weeks, I have had security warnings that my email, userID and password have been exposed through Reverbnation.  Something is wrong with their security measures.  You are at risk if you use their site.",1,Trustpilot,"{'ExperienceDate': 'June 09, 2022', 'AuthorName': 'James Ligon', 'AuthorCountry': 'US', 'AuthorReviews': 6, 'ProfileLink': 'https://www.trustpilot.com/users/6266c66c91283f0012689e2c', 'ReviewLink': 'https://www.trustpilot.com/reviews/62a2221d6d54f921071123e2'}"
6273ff13f03a9893e984c8ee,reverbnation,2022-05-05 18:45:07,"Reverbnation Crowd Reviews: If I could, I would award ZERO stars. Their crowd reviews is the subject matter of laughter and not to be taken seriously. It casts a light on suspicion also, as I received an almost identical review that another artist received, who is also on these pages. The same thing happened with me - ABUSE after ABUSE after ABUSE. For one song I was awarded 4/10 and the second song 5/10. They claimed they didn't like anything about my songs or my music. It casts a shadow of a doubt over them because the abusive report I received was either orchestrated by a programmed AI robotic system or a bunch of nasty school children, because the report is IDENTICAL to the other review on this trustpilot site. I have been told independently by other people that I sound very good and I have the voice of an angel, that is not what it said in that horrible report. Why bother listening to something that one does not like? It is simpler to just turn off or stop playing it. If they were real people who reviewed me, all they had to do was to stop listening to it and just state that they didn't like the song. Not everyone has the same music tastes. I will not be using this crowd review service again and to anyone contemplating paying for a crowd review on Reverbnation, I strongly advise you to NOT do it, because you will become the victim of BULLYING ABUSE.",1,Trustpilot,"{'ExperienceDate': 'May 05, 2022', 'AuthorName': 'Janis Jones', 'AuthorCountry': 'GB', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/6273fbbcba60fe0012c68146', 'ReviewLink': 'https://www.trustpilot.com/reviews/6273ff13f03a9893e984c8ee'}"
6255ae042b3c3c43cfd0b7a4,reverbnation,2022-04-12 16:51:16,"User of 3 years: I used the site for about 3 years and have pretty good perspective.  Obviously, I'm not rating it well for some strong reasons, so I'll start with those.   First - many better music distribution options (CD Baby, Distrokid, etc) that have a 1 time setup fee and then perpetually collect royalties.  Reverbnation charges more, charges yearly, and takes a bigger cut.  And - if you don't use reverberation for distribution, you have NO WAY of collecting royalties for plays on their site...no matter how many.   Second - the whole ""charts"" is a sham, and its a way for them to sell you promotion for plays that rank your chart.   Third - you are primarily marketing to other musicians and bands, which is just kinda flawed entirely.   Fourth - the yearly fees for use are not in line with other options.   Fifth - opportunities - regardless of having many songs ""curated"" by the site, I've only been sent through to maybe a couple ""opportunities"" (which many of those opportunities are available free with just a little searching).     There are SOME positives.  Their AD sets seem to actually publish to decent sites, but I don't think are as cost effective as other marketing options.  The ADs seem to be ""rigged"" to where they throttle the amount of ADs displaying your songs to achieve a certain amount of exposure and pull back AD count if you getting too many plays, I've seen this.   They seem to allow 10%-20% views to plays ratios, but if you start exceeding that (and I have), they throttle back the amount of ads.   It's a strange thing.  So for 100 ad views, you can expect between 5-20 song plays, regardless of your weekly ""budget.""  So I think there are other better marketing options too.   Hope this is helpful",1,Trustpilot,"{'ExperienceDate': 'April 12, 2022', 'AuthorName': 'Tom Loomis', 'AuthorCountry': 'US', 'AuthorReviews': 5, 'ProfileLink': 'https://www.trustpilot.com/users/5b4e51f54de5666d346f1aa7', 'ReviewLink': 'https://www.trustpilot.com/reviews/6255ae042b3c3c43cfd0b7a4'}"
62499408c7628b203ba11bb2,reverbnation,2022-04-03 12:33:12,I would have given it no stars at all…: I would have given it no stars at all this platform is a scam and I just cancelled my account with them this is ridiculous…. As emerging artist we’re simply just trying our best to get ahead but it’s crooks like you people….,1,Trustpilot,"{'ExperienceDate': 'April 03, 2022', 'AuthorName': 'hiztoryfinesse Finesse', 'AuthorCountry': 'US', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/5f690df9e7086d885cb6d5ac', 'ReviewLink': 'https://www.trustpilot.com/reviews/62499408c7628b203ba11bb2'}"
6202940b441cb9c247329850,reverbnation,2022-02-08 16:02:19,"really bad: really bad, bands go somewhere else don't get scammed.",1,Trustpilot,"{'ExperienceDate': 'February 08, 2022', 'AuthorName': 'Barrioese', 'AuthorCountry': 'US', 'AuthorReviews': 3, 'ProfileLink': 'https://www.trustpilot.com/users/620293ff060f340012752d12', 'ReviewLink': 'https://www.trustpilot.com/reviews/6202940b441cb9c247329850'}"
6169757e234f1b1fe55af3a1,reverbnation,2021-10-15 12:35:10,"ReverbNation - not worth the energy: Been a member of RN for at least 8 years. It serves as another social media exclusively for music. My stats are generally excellent while maintaining my status as a Top 3-5 artist locally & regionally (& sometimes Top 10 nationally & globally). Yet, my good reputation & stats have yielded nothing. I submit regularly to opportunities & was never accepted by anyone offering anything. On several occasions, I paid for the crowd reviews. My songs would get great comments except for 2 or 3 who would give me a 1/10 or some other abysmal review with comments that didn't even apply to the song or were clearly wrong ( poor off-beat piano playing - for a song with no piano, terrible recording quality - for a song recorded in a real studio by a pro with an ""A-list"" resume). These crowd reviews would never meet ReverbNation's own standards for the next level of attention because of the few destructive comments. I have never been contacted for gigs or received any attention for anything on ReverbNation.",1,Trustpilot,"{'ExperienceDate': 'October 15, 2021', 'AuthorName': 'Jason Coveleski', 'AuthorCountry': 'US', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/61697575e9e3830012589a2e', 'ReviewLink': 'https://www.trustpilot.com/reviews/6169757e234f1b1fe55af3a1'}"
615323756223e22118bcfe98,reverbnation,2021-09-28 14:15:17,"Well I logged in after a hiatus from…: Well I logged in after a hiatus from music.We have been in lockdown on and off and times have been rough. But now music venues are opening again so I can play Open Mic and carry on with my music.About Reverbnation.com, firstly something like 2 Albums worth of releases have been taken off all platforms because my card expired and received a new one recently. I guess because Reverbnation didn't get paid instantly they just pull all of your tracks.Half my tracks were missing from my page as well or de-activated because I had a Premium membership too which didn't renew because I hadn't logged in to put my new card details in. So beware of that if you upload in Lossless formats like .Wav and you have a Premium account these tracks will disappear if you do not pay up.Finally I ordered a couple of Crowd Reviews, on one track I was rewarded 4/10. It was baffling to read with some people saying that the Vocals and Singer were 'Excellent' and then I got this comment from someone ''The only redeeming thing about this song is the music which is lovely. The person ""singing"" has a voice that will give anyone a headache, like nails on a chalkboard.''Now if you ask me that is just plain abusive and that wasn't even the worst comment that I received in this Crowd Review. I understand that my voice isn't the best at the moment, just started vocal training again as my school has been closed for nearly 2 years in the pandemic. I know my music and vocal needs a lot of work and that is exactly what I am doing. I paid for crowd reviews for constructive feedback, not to be straight up Insulted!Thanks a bunch Reverbnation.Oh and goodbye, there are much better platforms out there that don't hold take your music down the moment you stop paying.",1,Trustpilot,"{'ExperienceDate': 'September 28, 2021', 'AuthorName': 'Reverend Dave', 'AuthorCountry': 'GB', 'AuthorReviews': 2, 'ProfileLink': 'https://www.trustpilot.com/users/615321572979490012c0d769', 'ReviewLink': 'https://www.trustpilot.com/reviews/615323756223e22118bcfe98'}"
611cb9c751602952de96eab7,reverbnation,2021-08-18 07:41:59,Reverbnation is focused more on…: Reverbnation is focused more on charging artists more than the work they claim after paying don't fall for their scam by telling you about how you could get promoted all they do is ripoff your money and nothing they promised ever happens no sign of promotions or whatsoever,1,Trustpilot,"{'ExperienceDate': 'August 18, 2021', 'AuthorName': 'T- WayDy', 'AuthorCountry': 'ZA', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/6119be5b2045750012e42e42', 'ReviewLink': 'https://www.trustpilot.com/reviews/611cb9c751602952de96eab7'}"
610f2febf9f487044c54aaae,reverbnation,2021-08-19 20:56:25,"Middling customer service: Poor customer service- I had a recent issue where I was suddenly spammed in my yahoo with mails that normally landed on the site's mail. Customer Service told me that this was normal state of affairs and there was no way to alter this preference. I tried to confirm this was this case as it hadn't been for the previous 4-5 years, with no response.I have to say, beyond this experience is the obvious fact that there business model only exists to commodify the artist as consumer. You always feel greasy when using it :(.Update: two weeks after posting this review, they've added my email to their ""do not contact list"". That's one way to to solve the problem, but to not give this preference to the artist upfront is a little behind the times.",2,Trustpilot,"{'ExperienceDate': 'August 08, 2021', 'AuthorName': 'Bob Gaulke', 'AuthorCountry': 'US', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/610f2fe5d50a1f0013ad05f0', 'ReviewLink': 'https://www.trustpilot.com/reviews/610f2febf9f487044c54aaae'}"
60e90cf4f9f48702a895b8f5,reverbnation,2021-07-10 02:59:00,"Here's a Tip: Hint: Get on their mailing list. For all the emails they send, submit your music directly to the company, just don't go through them. (That is, if that company even exists because a lot of time it doesnt.)",2,Trustpilot,"{'ExperienceDate': 'July 10, 2021', 'AuthorName': 'A.M. M', 'AuthorCountry': 'US', 'AuthorReviews': 1, 'ProfileLink': 'https://www.trustpilot.com/users/60c17a959217e1001a655ff6', 'ReviewLink': 'https://www.trustpilot.com/reviews/60e90cf4f9f48702a895b8f5'}"
60e6765ef9f48702a893a876,reverbnation,2021-07-08 03:51:58,"I paid 25 dollars for a promotion: I paid 25 dollars for a promotion. money went out to them, it ended there. No sign of any promotion whatsoever. Ripoff Artists.",1,Trustpilot,"{'ExperienceDate': 'July 08, 2021', 'AuthorName': 'Isaac Berry', 'AuthorCountry': 'US', 'AuthorReviews': 6, 'ProfileLink': 'https://www.trustpilot.com/users/5da922537472136fcfe11d21', 'ReviewLink': 'https://www.trustpilot.com/reviews/60e6765ef9f48702a893a876'}"
