,star_rating,review_title,review_content,date_of_rating,date_of_experience,reviewer_name,num_reviews,country,review_link,profile_link
65e9fa401fcc55681779fe26,1,Awful customer support,"My account got hacked and someone defined a 98% of royalty shares. I contacted customer support, it's been a week and i haven't received any answer. I erased my catalog and also my ditto account. Awful customer support.",2024-03-07T19:32:49.000Z,"March 07, 2024",Diego Cisneros Armijo,1,PE,https://www.trustpilot.com/reviews/65e9fa401fcc55681779fe26,https://www.trustpilot.com/users/65e9fa3517c1410012b15d2d
65e9f6fe5b732df0d40b3b25,1,Fraudulent Platform ,"Ditto was doing well at first, when my friend was using their platform, whic I was admiring their services until I joined  the platform on September 2023 from that day till now, it has been a regret 😭, royalties are not paid according to the streams gotten per month, I got over 100k streams each month according to my analytics but they paid just 48$ this has been happening continuously.But my royalties from on other platforms from the same Spotify stores has been going through successfully.This is exactly 4 days I sent Complain to their support team but no response 😭Please don't bother signing up on their platform 😡",2024-03-07T19:18:54.000Z,"March 07, 2024",Eshung,1,NG,https://www.trustpilot.com/reviews/65e9f6fe5b732df0d40b3b25,https://www.trustpilot.com/users/5fda5dfd40335e001bcca0b0
65e708f7f516cb255cb4971a,5,I have been with Ditto since 2022,I have been with Ditto since 2022. Never a bad experience! I hope Ditto continues to have a good support system because it is one of their edge from other companies.,2024-03-05T13:58:48.000Z,"March 05, 2024",Vinx Francisco,1,SG,https://www.trustpilot.com/reviews/65e708f7f516cb255cb4971a,https://www.trustpilot.com/users/65e708e471f5f0001175c63d
65e78addb28a568a787c60be,4,"Pretty good service, few niggles but overall good","I've had a few little gripes with Ditto, but overall it has been very positive, I have released over 500 tracks via the platform and made some nice royalty payments. onNot impressed with the new layout system but yet them is quick. Easy and quick to upload to the site too. It could be slightly improved but like I said overall I'm happy with it.",2024-03-05T23:13:02.000Z,"March 05, 2024",rob reeve,17,GB,https://www.trustpilot.com/reviews/65e78addb28a568a787c60be,https://www.trustpilot.com/users/53ed9a7b000064000184b188
65e608d1c2d24df56d2cf15e,3,Generally good service,"Generally good service, been using for some time. But there can be a lack of information regarding problems with releases. Had a whole album taken down due to an issue with one track, but wouldn't inform me which track was causing problems.",2024-03-04T19:45:53.000Z,"October 04, 2023",Blake,1,GB,https://www.trustpilot.com/reviews/65e608d1c2d24df56d2cf15e,https://www.trustpilot.com/users/65e608bb75410c0012d73754
65e6e042863e0e7ad75ab7d8,4,I love Ditto. But bring back Bank Wired Transfers,"i am Abochi, an artist and producer from Ghana and i MUST SAY Ditto has served me well. Please bring back Bank payments for Royalties. It was easy and simple. Payoneer is too strict and stressful. They block you without reason.",2024-03-05T11:05:07.000Z,"March 05, 2024",Bismark,1,GH,https://www.trustpilot.com/reviews/65e6e042863e0e7ad75ab7d8,https://www.trustpilot.com/users/65e6e03063589a001176cbf9
65e23f904f95fafd8cd666c4,5,Wonderful,"The support might be one of the best things, other than the main thing of distribution of courseBecause they respond very promptly and they are very helpful and willing to help. Otherwise, everything else is great",2024-03-01T22:50:25.000Z,"March 01, 2024",BenaiA,2,KE,https://www.trustpilot.com/reviews/65e23f904f95fafd8cd666c4,https://www.trustpilot.com/users/6527c2fda402e50011c81f38
65e88c02f1526a5b391c66f8,1,SCAM,"SCAM! AVOID AT ALL COSTS. I know they have a shockingly bad reputation, but someone I know recommended the Ditto Promo package and I thought i'd try something different. They have basically taken £399 and provided no service at all. They sent me a copy and pasted ""social media plan"" and then two graphics which were just my own artwork with some cheap looking writing over the top. They requested access to my meta business account to run an instagram ad campaign which never happened. They also promise some press coverage which also has not happened. My release has been out for two weeks and I have heard nothing from them. They have now decided to ignore me and all communication has ceased. I have requested a cancellation and a refund as they are two weeks late on delivering the product that I paid for. They also told me that I could not use the artwork that I wanted to which has never happened with another distributer.  Don't risk it, its a scam!  ",2024-03-06T17:30:11.000Z,"March 06, 2024",Aka Shades,1,GB,https://www.trustpilot.com/reviews/65e88c02f1526a5b391c66f8,https://www.trustpilot.com/users/65e88bf92bcc9c0012777ba4
65e3bd005cfd7564d87912da,5,Every time I have had an issue as I am…,Every time I have had an issue as I am A new unknown artist the TEAM have helped with every query that  I have had on my musical journey promptly and in a polite manner. I am glad I moved over to them. very professional GREAT DISTRO!!!!!!!!!   I would recommendcheck out my music next gen EDMiJAZ Rising ,2024-03-03T01:57:53.000Z,"February 23, 2024",Mohammed  Ijaz,3,GB,https://www.trustpilot.com/reviews/65e3bd005cfd7564d87912da,https://www.trustpilot.com/users/5dee2218153b7e94d7941e2f
65dab2449b28f5da85dea488,5,The BEST Distributor,"I just started using Ditto after using multiple other distributors for a couple years. I have had speedy customer service when I had a question or when something wasn't going right, and all my music that I've released through them has come out in a speedy and reliable fashion. They do their job, and it's clear that they're good at it. Highly recommend Ditto. ",2024-02-25T05:21:41.000Z,"February 24, 2024",TY'O,1,US,https://www.trustpilot.com/reviews/65dab2449b28f5da85dea488,https://www.trustpilot.com/users/65dab22a81b85a0012ee5e90
65e604fe89d4f4ebdd901847,1,frozen ,"Good morning gentlemen, ditto music, what will happen to my royalties? Will it be released or not? Why is it still held? I need an answer. Days have passed.Your Current BalanceGBP 57.28Available Balance: GBP 0Pending: GBP 187.03",2024-03-04T19:29:34.000Z,"March 04, 2024",Sair Pérez,3,PA,https://www.trustpilot.com/reviews/65e604fe89d4f4ebdd901847,https://www.trustpilot.com/users/63a5b62d246c0900133ef660
65e5fed2a35447d0fd98a615,5,great distributor ever,"great distributor ever, excellent customer care",2024-03-04T19:03:15.000Z,"March 03, 2024",Eddie Tilta,3,ZA,https://www.trustpilot.com/reviews/65e5fed2a35447d0fd98a615,https://www.trustpilot.com/users/62069a120d71da001280a9b2
65e5e4fbccc584459ed619af,5,Ditto is the platform period!,Ditto is the platform period! ,2024-03-04T17:12:59.000Z,"March 04, 2024",Reginald Walker,1,US,https://www.trustpilot.com/reviews/65e5e4fbccc584459ed619af,https://www.trustpilot.com/users/65e5e4e4f5abca001274f178
65e4e25b20eaf756e52eedea,1,Don't believe any of the positive reviews!,"I have been using DITTO for a few years now and they were great in the beginning, but they have got dramatically worse and worse over time. I think that all these positive reviews about great customer service and in 5 stars reviews in general are all fake or written by them, they have to be because their customer service is the WORST. They pick and choose which issues to respond to. I have had them respond to small issues within minutes (seriously, I was shocked too) and then other major issues like a problem with an upcoming release, no response for over two weeks. You can see in the chat (they have a live chat, but you can never chat with anyone live, lol, go figure) that the person is online or was but never reads your message. They must have a feature where it shows they never did, but I assume they see it. Anyways, customer service may be least of your worries. They previously had a good system with getting your royalties out whenever you had funds to withdraw, direct deposit into your bank acct. Now, they have recently changed it to using Payoneer, which they have had options to use in the past, now their system isn't working. They tell you it is Payoneer's fault and you must resolve with them. Once you resolve your issues with them and you think you will be okay, you still have issues and you can't withdraw your royalties they are now on lockdown for whatever reasons. Also, for all you guys out there youtube reviews of DITTO, there are many other artists saying Ditto is holding funds from them or not paying 100% which they claim, I assume there are plenty of hidden fees in the small fine print you sign when you sign up. Of course, I have tried to communicate with Ditto about getting my royalties and why I don't have the option to withdraw my funds, but yet again they have ignored me and its been two weeks as of today. It has to be a problem with them, if I fixed everything with Payonner, and Payoneer gave me a confirmation that I can now withdraw funds with Ditto, but Ditto has a message saying it is still processing. As you become one of the many artists in their pool you will become like all of us ignored and not cared for. There are other issues I can go on and on, but these are the main ones as of recent they have led me to write a negative review. Believe me, I did not want to sit down and write this, but I have had it. And I want to make sure you don't get screwed too and stuck in in this and regret it later. So just beware before you sign up with this disgraceful company that claims to support independent artists. Do your research and watch real reviews from real people on YouTube, I wish I did before signing up. I will move my whole library this year like many others I assume.",2024-03-06T22:51:45.000Z,"March 01, 2024",DJ noob,1,US,https://www.trustpilot.com/reviews/65e4e25b20eaf756e52eedea,https://www.trustpilot.com/users/65e4de40fcb78e001263466f
65e42ea35bcb64cf28e385dc,5,Very good everything has been smooth…,Very good everything has been smooth with ditto. ,2024-03-03T10:02:44.000Z,"March 03, 2024",Stayghost Cb,1,GB,https://www.trustpilot.com/reviews/65e42ea35bcb64cf28e385dc,https://www.trustpilot.com/users/65e42e989afd74001251e75d
65e31d95734f2b7f4cbc28d9,1,Very unresponsive and often fail to act…,Very unresponsive and often fail to act on information requested as a matter of course and not the occasional error. As a consequence marketing and promotion is seriously hampered.,2024-03-02T14:37:42.000Z,"March 02, 2024",HariColtrane,1,GB,https://www.trustpilot.com/reviews/65e31d95734f2b7f4cbc28d9,https://www.trustpilot.com/users/65e31d4b9e2d740012f8915b
65e0dce95fa550b6c7883f25,5,I am putting my music out there on my…,I am putting my music out there on my own.... Owasom,2024-02-29T21:37:13.000Z,"February 29, 2024",Blitzb Blessed,1,ZA,https://www.trustpilot.com/reviews/65e0dce95fa550b6c7883f25,https://www.trustpilot.com/users/65e0dcd793cc47001119df5d
65e08c874b80a8b1e91771d6,3,i've faced many issues with ditto and…,i've faced many issues with ditto and even your customer service is also very slow it approx take 2-3 days to reply and with my first song i face releasing issues and you are not even pushing my music,2024-02-29T15:54:16.000Z,"December 28, 2023",Ankit,1,IN,https://www.trustpilot.com/reviews/65e08c874b80a8b1e91771d6,https://www.trustpilot.com/users/65e08c69a2284f00120261cf
65e040741c9c8283d02d5e74,5,I think it is the best platform to…,"I think it is the best platform to upload your songs, apart from the fact that this platform gives you 100% of your royalties. I think it is the best",2024-02-29T10:29:40.000Z,"February 29, 2024",Cesar Augusto De Oleo,1,US,https://www.trustpilot.com/reviews/65e040741c9c8283d02d5e74,https://www.trustpilot.com/users/65e0405f98e1870012ac6deb
65e0355745582d9626e97a07,5,I never think that my songs could it be…,I never think that my songs could it be on the best platforms of streaming music available for everyone ,2024-02-29T09:42:16.000Z,"February 29, 2024",DavidMole Games,1,MX,https://www.trustpilot.com/reviews/65e0355745582d9626e97a07,https://www.trustpilot.com/users/65e0354a0d0ed90012c31ede
65dfd2dd99d44386f8832c19,5,I have had an overall amazing…,"I have had an overall amazing experience with using Ditto. The timely service for the unlimited release service has been an awesome feature that is undeniably a bonus to the fact that the Customer Service has been more than a homerun experience. I give Ditto 10/10 score, and would give more if it could go higher! Thank you for the amazingly helpful customer service! ",2024-02-29T02:42:06.000Z,"February 28, 2024",Jamel Knapp,1,US,https://www.trustpilot.com/reviews/65dfd2dd99d44386f8832c19,https://www.trustpilot.com/users/65dfd2d20d0ed90012c2f976
65dde6c57a0e3c04e0408a12,5,I can get my music everywhere,"I can get my music everywhere, anytime.DItto Music best distributor I have ever had.",2024-02-27T15:42:29.000Z,"February 27, 2024",Invading Visuals,1,ZA,https://www.trustpilot.com/reviews/65dde6c57a0e3c04e0408a12,https://www.trustpilot.com/users/65dde6b7cc61a30012db25ea
65dd3a52dce5033c233ee815,5,Ditto has been always supporting us!,Ditto has been always supporting us and helping our project in any way. ,2024-02-27T03:26:43.000Z,"February 26, 2024",Blssom,1,US,https://www.trustpilot.com/reviews/65dd3a52dce5033c233ee815,https://www.trustpilot.com/users/65dd3a498c583b00120fc5f6
65dcd98549cd64a69aadd8bb,1,I have been with ditto music since 2016…,"I have been with ditto music since 2016 and I can truly say this company is getting worse and worse. I have had endless problems with ditto music, they have been far from helpful I event had to seek legal advice before they started to help me. I will be leaving ditto music this year and taking my musical library else where",2024-02-26T20:33:42.000Z,"October 19, 2023",StrategyKi,1,GB,https://www.trustpilot.com/reviews/65dcd98549cd64a69aadd8bb,https://www.trustpilot.com/users/65dcd97d81b85a0012ef864d
65dca4e1cfa5554792423d2b,5,Solves my problems,"Everytime I need help, ditto solves my problems",2024-02-26T16:49:06.000Z,"February 26, 2024",Jxguar,1,ZA,https://www.trustpilot.com/reviews/65dca4e1cfa5554792423d2b,https://www.trustpilot.com/users/65dca4b87215c50012b6ceaf
65dc7be6db112ca02a46ae65,5,"Ditto Music, easy to use, honest, affordable and above all, they've got my music out there ","To be honest, I was sceptical at first......£19.99 for a years subscription to get as much of my original music out into the world.....But it's real and it works. Now I'm not saying my music is any good....I like it and it'll be my legacy, long after I'm gone as I believe streaming platforms will be around far longer than I will. However I can now ask the likes of Amazon, Apple Music and Spotify to play My Original Songs and they do. Spotify even put me in a playlist including U2 and Manic Street Preachers. I'm quite proud of that. LOL ",2024-02-26T13:54:15.000Z,"February 26, 2024",Glen O'Carroll,4,GB,https://www.trustpilot.com/reviews/65dc7be6db112ca02a46ae65,https://www.trustpilot.com/users/643feeb4f674e500180658d8
65dc607c790ff6c3d35d952d,4,Releases are timely,"Releases are timely, the feedback is equally timely, the charges are relatively affordable and clear",2024-02-26T11:57:16.000Z,"February 26, 2024",Pudo SpokenWord,1,KE,https://www.trustpilot.com/reviews/65dc607c790ff6c3d35d952d,https://www.trustpilot.com/users/65dc606a8c583b00120f3ec0
65dc55d7f74190d33386a977,5,I experienced that dittomusic has its…,I experienced that dittomusic has its own publishing managementRoyalties can be claimedPromotion And Opportunities GrantedReleased Projects Are Available to all Digital Platforms,2024-02-26T11:11:52.000Z,"February 02, 2024",Thando Phakathi,1,ZA,https://www.trustpilot.com/reviews/65dc55d7f74190d33386a977,https://www.trustpilot.com/users/65dc55c937f5ce0012202db0
65dbdb2f4934423dfcda9d80,5,quick ,"quick , efficient and reliable",2024-02-26T02:28:32.000Z,"February 26, 2024",damzvil,1,GH,https://www.trustpilot.com/reviews/65dbdb2f4934423dfcda9d80,https://www.trustpilot.com/users/65dbdb256e9b8d001250c930
65db77e98ee275d48520f3fa,5,After trying out several other…,"After trying out several other distributors for a couple of years, I recently switched to Ditto and have been extremely impressed. Their customer service is quick and efficient, and all of my music releases have been handled promptly and reliably. It's evident that they excel at what they do, and I highly recommend Ditto to other musicians.",2024-02-25T19:24:58.000Z,"November 24, 2023",Farhan Khan Yousafzai,1,PK,https://www.trustpilot.com/reviews/65db77e98ee275d48520f3fa,https://www.trustpilot.com/users/65db77e26e9b8d00125093d5
65d9ae8da9fc79baa238f88b,5,Ditto is truly one of the best online…,Ditto is truly one of the best online disruptors! A very easy interface and gives you all the prices clearly as you enter your order with no hidden charges! Straight up a simple system for labels and artists to use.,2024-02-24T10:53:34.000Z,"February 24, 2024",Drop Zone,1,GB,https://www.trustpilot.com/reviews/65d9ae8da9fc79baa238f88b,https://www.trustpilot.com/users/65d9ae776cab9c001120cef3
65d99e6c5cf76e407438a7c6,5,The experience with ditto is very cool,The experience with ditto is very cool. It is easy to send to stores and it's free you only pay a one year membership. Thank you ditto,2024-02-24T09:44:44.000Z,"February 10, 2024",Arnold Njuguna,1,KE,https://www.trustpilot.com/reviews/65d99e6c5cf76e407438a7c6,https://www.trustpilot.com/users/65d99e3037f5ce00121ec6d7
65d927429c2a2e489f6efba0,2,At first ditto music was the best now…,"At first ditto music was the best now I'm struggling a lot. my payment is been declined and one their support team hasn't answered my message for 4 days still waiting for my response. My royalties are still the same, like what's happening? I also pay for my two subscriptions but still the service is slow my money is not growing but I get streams and radio plays and still nothing, we want to withdraw still no response? ",2024-02-24T01:16:19.000Z,"February 24, 2024",Reabetsoe Nkosi,1,US,https://www.trustpilot.com/reviews/65d927429c2a2e489f6efba0,https://www.trustpilot.com/users/65d92728b586e200134b63d6
65d8eec32c43f0d82722ad44,5,Ditto is the only distributor I use to…,Ditto is the only distributor I use to publish my music to the world.  It's a user friendly website where you can view your music statistics under the analytics option.,2024-02-23T21:15:16.000Z,"February 23, 2024",Tri Am,1,US,https://www.trustpilot.com/reviews/65d8eec32c43f0d82722ad44,https://www.trustpilot.com/users/65d8eebb59b83b0012d3594e
65d731ac2faccbcd68615a4c,5,I give it a 5 star ,"I give it a 5 star , well it is safe %100 . And I get to upload my own music on all music platforms . would be great if it goes on Soundcloud as well.",2024-02-22T13:36:13.000Z,"February 08, 2024",Kevo Sebasio,1,AU,https://www.trustpilot.com/reviews/65d731ac2faccbcd68615a4c,https://www.trustpilot.com/users/65d7314a0e9a2f0012ff0b69
65d72343dff65c24cf6ceeff,1,I Paid for the starter plan and they deleted my subscription,"I Paid for the starter plan, unlimited release for a year. After a few months they removed my plan without reason. Awful service.",2024-02-22T12:34:43.000Z,"February 22, 2024",Blackstar,1,IT,https://www.trustpilot.com/reviews/65d72343dff65c24cf6ceeff,https://www.trustpilot.com/users/65d7233ae4b0920012e43cca
65d6b6786408c843ed6b94e6,1,Ditto Steal Royalties ,"WARNING - WARNIG!! To the reply below !! Those breakdown figures Ditto gave were false. As I said I did not do promotion on over the 6 months it was only over 2 . Your team quoted over 1 million fake streams over the 6 months period  - impossible.Ditto took my Royalties Back in April of 2023 for $800 on 240k plus Spotify streams, my first Royalty payment was £25.00 Bank Transfer on April 28, 2023 Paid. I paid a professional company $1500 & then another $500 AUD to promote 2 songs from late 2022. I have retained Bank Records as evidence. I sent dozens of emails to the Ditto CS who accused me of Fake streams. Going by the remark below this appears now standard procedure for Ditto who have obviously lowered their standards by Ripping of small Artists. I have all evidence to suggest that Ditto had stolen my first Royalties back then as I use a Spotify Ads promotion company Geek Marketing to generate streams of 240 k I witnessed land on my Artist page. After Investigations i noticed that they never made in back into the Ditto back office so Ditto are manipulating the software to remove Artist streams, I also never used any promotions on the alleged streaming months they say i had 1 Million false streams over 6 months November of 2022 - April of 2023 this is impossible as i have Bank Records of the months i paid the marketing firm for the promotions. Also I never received any [ Official Spotify Takedown ] Notice from Ditto that are supposed to be sent to you via your Distributor. Ditto can say anything its just hear say.Also if this Allegation was true Ditto would had of removed alleged Tracks from their servers however No Actions were taken to remove me from their platform during this time.Im owed about $850 USD Dollars for back streaming. I have now made a Report to the Better Business Bureau along with other Artists. I also found links that also claim Ditto doing the same to at least 20 plus others in the same fashion including mine named Popeye on reviewopedia",2024-02-28T00:06:42.000Z,"April 28, 2023",Jay Whyman,9,AU,https://www.trustpilot.com/reviews/65d6b6786408c843ed6b94e6,https://www.trustpilot.com/users/5d631e0af18bf4b72be8beb9
65d6879b6dadce1520680d76,5,Best distributor I've ever come across,Best distributor I've ever come across ,2024-02-22T01:30:36.000Z,"February 22, 2024",Mulisa,1,ZA,https://www.trustpilot.com/reviews/65d6879b6dadce1520680d76,https://www.trustpilot.com/users/65d687843f790b001203207a
65d5ccd6434ed44c05f9c125,5,It’s a okay company,Easy to upload songs.,2024-02-21T12:13:43.000Z,"February 21, 2024",Devonte Stone,1,US,https://www.trustpilot.com/reviews/65d5ccd6434ed44c05f9c125,https://www.trustpilot.com/users/65d5cc804c039700134c750f
65d50515f657ab77c838fb9b,5,The companu is  good on releasing my…,The companu is  good on releasing my music and is 100 percent good in prote ting my music,2024-02-20T22:01:25.000Z,"January 19, 2024",Mpho Jackson,1,ZA,https://www.trustpilot.com/reviews/65d50515f657ab77c838fb9b,https://www.trustpilot.com/users/65d504fca23caa001207ba46
65d4f3fce1310183b7460e34,5,Ditto is the only platform that has…,Ditto is the only platform that has marketed my contents well and paid me I therefore with to say that Ditto Music is the way to go.,2024-02-20T20:48:29.000Z,"February 02, 2024",David king,1,KE,https://www.trustpilot.com/reviews/65d4f3fce1310183b7460e34,https://www.trustpilot.com/users/65d4f3ef3f790b001202550d
65d4ef93f310bfbe5ba6a37e,1,Awful service so far.,"I uploaded a track with this company and paid for my release on all platforms, I think it was about £19. I then scheduled promo stuff (features in local papers, stuff like that, national radio play) for the week following its  release. After a few days of the song being out I tried to cancel my sub with Ditto as they were looking money to extract royalties, so being a small artist that wasn't overly important to me. However one of their employees decides to cancel the sub and pull my tracks off all platforms. So when radio presenters or newspapers guide readers and listeners to my music there is nothing there. Ditto admitted that it was just an employee mistake but they've have been very relaxed and slow in replying and remedying the situation.  The tracks are still down five days later. Highly frustrating after putting so much in to the track. Just a warning to other artists using the site to be careful and very specific to avoid situations like this. No refund has been issues either.",2024-02-20T20:29:40.000Z,"February 14, 2024",Peter McKernan Music,2,GB,https://www.trustpilot.com/reviews/65d4ef93f310bfbe5ba6a37e,https://www.trustpilot.com/users/650dbc4eef050e00126941d0
65d4ac38ddacb300102a74cf,5,Easy to follow process when uploading.,Easy to follow process when uploading my latest track.,2024-02-20T15:42:16.000Z,"February 20, 2024",Hippo Music,2,GB,https://www.trustpilot.com/reviews/65d4ac38ddacb300102a74cf,https://www.trustpilot.com/users/62022d2da1f7570012f4c0d6
65d4970b6bbccbc5298c277c,1,I've used Ditto for years,"I've used Ditto for years. They have always been great. Easy to use, and quick to help. Now, the support communication is awful. Slow response with no useful information. Or they close off tickets and ask for a review on how an agent did without even getting any info from them. Recently had royalties held because of some claim of fraudulent streams. We have zero control on who creates playlists of music online and we had not bought into a service that offers this. As they possibly suggest. We're a small DIY punk band, that just wanted to share music and earn what we can from the little you get from streaming. Which then goes back into subscription for the streaming services distribution. From seeing multiple reviews here, I assume this is a widespread issue where false claims if this are happening and affecting the smaller artists and getting screwed over by corporations. Absolute shameful behaviour and until they sort this out. I'd would avoid.",2024-02-20T14:11:55.000Z,"February 01, 2024",Mark Baldwin,1,GB,https://www.trustpilot.com/reviews/65d4970b6bbccbc5298c277c,https://www.trustpilot.com/users/65d49626ef13b500122a8c7f
65d3d79d957be08da3b36b13,5,its been 2 months for me since i using…,"its been 2 months for me since i using Ditto to distribute my music, all greats and all doing well, but i want ditto to be more fast to distribute since im a PRO user of ditto, and i havent try any feature that ditto have now mayble it will be usefull for me in the future and ill try to using them soon.and also i want to ditto to separate artist pages, since im using 2 artist now, so i want the page was separate into diferent artist so when i seaw my releases it doesnt on the same page of releasesoverall DITTO MUSIC IS THE BEST",2024-02-20T00:35:10.000Z,"February 20, 2024",debo moento,1,ID,https://www.trustpilot.com/reviews/65d3d79d957be08da3b36b13,https://www.trustpilot.com/users/65d3d793f7ca5c0012a12021
65d380bb36d3378fdde1294d,5,Quick Responses,if I ever have a problem which so a good few aha their always on top and ready to help haven't ever disappointed me.,2024-02-19T18:24:28.000Z,"February 08, 2024",Jordan Adams,1,GB,https://www.trustpilot.com/reviews/65d380bb36d3378fdde1294d,https://www.trustpilot.com/users/65d380b429af5e00123b2123
65d377a31cff26bab17fe3a2,5,The progress has been satisfying.,,2024-02-19T17:45:40.000Z,"February 19, 2024",Kalwanyi Anthony,1,UG,https://www.trustpilot.com/reviews/65d377a31cff26bab17fe3a2,https://www.trustpilot.com/users/65d3778729af5e00123b1af2
65d27b3d194654bf1bd4ec94,5,I really like your service,,2024-02-18T23:48:45.000Z,"February 19, 2024",DJ Freakyofficial,1,IN,https://www.trustpilot.com/reviews/65d27b3d194654bf1bd4ec94,https://www.trustpilot.com/users/65d27b2429af5e00123a8ea2
65d23f146914fc657a5bd2c0,5,ditto is best team to work with,"You have a serious platform to the world, so that I can do what I do best, and a big thankyou to the whole Ditto team.",2024-02-18T19:32:05.000Z,"February 18, 2024",paul ward,2,GB,https://www.trustpilot.com/reviews/65d23f146914fc657a5bd2c0,https://www.trustpilot.com/users/6536809637d88d0012d831a5
