place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,973e1d181625a4418dda05d8d2502352,5,One of my favorite places to see live music. Ive been going there since the 90s!! Food is priced right and a good selection of beers.,5 months ago,2023-10-29 13:02:45.793147,,,,0,31,2,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,e92cc19a17492a811b7c8c8e3c906fae,5,Great venue with awesome staff,5 months ago,2023-10-29 13:02:45.795736,,,,0,230,106,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,0a40517151eaddbcb5ec80f604cdf300,5,Great little music hall. We had a wonderful time with very nice staff.,6 months ago,2023-09-29 13:02:46.376605,,,,0,121,226,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,6b9b3e584804e0af1e4b1943a1adbdc8,4,"Fun venue! Decent bar with alcoholic and non-alcoholic options, pretty good prices, and some good music.",6 months ago,2023-09-29 13:02:46.380502,,,,0,5,8,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,3d73963580227614c0dc328cafe145be,5,"I dont know about the bar itself, but it is an awesome small venue for music. I saw La Sombra, Miniluv and AP Tobler on the 31st. Great show!",6 months ago,2023-09-29 13:02:46.383948,,,,0,16,13,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,43bc2d85b2fcafe70edd930ed1a8b148,5,"EVERY show I go to here and each time that I produce a show here, I am always met with the friendliest and most professional staff anyone could hope to meet and work with. From (my usual) Door Guy Bubba, and every sound booth engineer, all the kitchen staff and bar staff ... and the partner I generally work with, Lynn Scwarz: they are all exceptional, warm, friendly and easy-to-work with. The BOTH TEAM rocks the place!",6 months ago,2023-09-29 13:02:46.387440,,,,0,5,,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,b4469357fc8af3de0655915f21ed0764,5,,7 months ago,2023-08-29 13:02:46.390333,,,,0,274,175,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,7492d444637f5e536971ba531497e952,5,Great venue for small shows,7 months ago,2023-08-29 13:02:46.392869,,,,0,34,401,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,016383d77385155e4afb135a0cba254b,5,,7 months ago,2023-08-29 13:02:46.395859,,,,0,47,,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,a468fbc3952ee7a41f01792a6654c47f,5,,7 months ago,2023-08-29 13:02:46.398158,,,,0,3,,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,342456ab65680afeb1a76a094e7fc30a,5,,7 months ago,2023-08-29 13:02:46.400223,,,,0,9,3,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,7695d1285e108e234ff0285b0b049438,5,Great sound!,7 months ago,2023-08-29 13:02:46.402310,,,,0,27,18,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,d3c98b9673b158b7e07fc889c7ff7cfa,5,,7 months ago,2023-08-29 13:02:46.907159,,,,0,2,,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,447dfe99f01a00e1f4932a81f6fa2634,5,"Went to see Asadi, havent been here since the early 2000s. Still an excellent and cozy spot to catch a show. Will highly recommend checking it out! Also excellent beer on tap!",7 months ago,2023-08-29 13:02:46.910590,,,,1,300,6963,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,bdda19de40ab20facde3d195c7546e14,5,,7 months ago,2023-08-29 13:02:46.914080,,,,0,117,,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,f6475db020d6c5eaaeb9aba7680bb421,5,I love the vibe here. Great place to see a show!,7 months ago,2023-08-29 13:02:46.916912,,,,0,6,2,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,0788498b82348ed39832b8a1911f33d0,5,Go see a show here. I promise youll thank me.,7 months ago,2023-08-29 13:02:46.919818,,,,0,25,1,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,5b047773cee3a988facbed01e896db12,4,Had a great time to see chase petra and the bartenders door man were so nice thank you!,8 months ago,2023-07-29 13:02:46.922658,,,,0,37,1,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,3a141fb2b17cb7c76fb43420a46ad4e3,5,This iconic amazing music venue located at the foot of Potrero Hill on 17th. Great live music amazing staff this venue is a place to gather and have fun.,8 months ago,2023-07-29 13:02:46.925349,,,,2,59,59,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,f6c8a3439c16dd845f335d3ce258d695,5,,8 months ago,2023-07-29 13:02:46.928389,,,,0,,,,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,62064290184c5b7bdaf383f4e3eead3e,3,,8 months ago,2023-07-29 13:02:46.930409,,,,0,130,467,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,73c4cf5109732863afe945b1892dafa5,5,Classic band bar at the bottom of Potrero Hill,9 months ago,2023-06-29 13:02:46.932545,,,,0,223,445,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,0067d9a378244b64bc2dab4fc5a12273,5,"Great venue, from a performers perspective it was pretty straightforward to book, sound guy was super nice, setup was a breeze.",9 months ago,2023-06-29 13:02:47.432091,,,,0,34,,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,20da0a28759667333da612bd9bd16c31,5,,9 months ago,2023-06-29 13:02:47.435638,,,,0,16,4,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,86da5e4e9d7510d3b7cea9e08a2c2e5a,5,,9 months ago,2023-06-29 13:02:47.438105,,,,0,17,160,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,b3735a4f2f6e7fce212e406c282209df,5,Best local independent music venue since the 90s.,9 months ago,2023-06-29 13:02:47.440730,,,,0,2,8,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,c059a23cb4de99a0500fa3bb4c115668,5,,9 months ago,2023-06-29 13:02:47.443466,,,,0,66,10,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,841fce3b425bd0400f5e3185b08ef606,5,This place is such a gem. That has an incredibly rich history in the local music scene with indie performers coming in almost every day of the week. We went last night and had a blast what a great reminder of what an exceptional venue this is. Theres always plenty of room plenty of parking great food and excellent drinks with a really great crowd.,9 months ago,2023-06-29 13:02:47.445598,,,,1,159,165,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,bab7863303f0ae567c226578602aec43,5,,9 months ago,2023-06-29 13:02:47.447931,,,,0,30,27,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,1aef575f34e634fc4d5155c73b924f1f,5,Great acoustics!,9 months ago,2023-06-29 13:02:47.450080,,,,0,25,4,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,6c82547e61d1759e7b0398cf36ed7a54,5,"Have had so many wonderful intimate concert experiences here. Bob Log III, the mountain goats, the list goes on. Top tier staff and $5 pints of pbr during shows is pretty good.",9 months ago,2023-06-29 13:02:47.452226,,,,0,118,43,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,f9b6449adfa8ad382101defbc4fb1e44,5,"One of the best venues I have EVER been to! I passed out before the show (just dehydrated, I m fine) and the staff was super caring and attentive. They gave me water, juice, and let me sit by the bar to watch the beginning of the show while I recovered, which I really appreciated. The venue is beautiful, with someone new and interesting to see everywhere you look and I loved the wall of past bands that played. We even got our vinyls signed by the Symposium! Thank you so, so much to Bottom of the Hill for helping me and giving my friends and I such incredible memories!",10 months ago,2023-05-29 13:02:47.454353,,,,1,1,4,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,829f0a9c81dcd75b7717d768d401546c,5,,10 months ago,2023-05-29 13:02:47.950812,,,,0,63,4,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,03b71aaddf17e600e8a57271e265dc7c,5,It is one of my favorite small venues for live music. Im short and I really appreciate their elevated stage.,10 months ago,2023-05-29 13:02:47.954260,,,,0,264,193,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,96ba728b5a929d6e2a876b6c6c6f1fbd,5,"Rolling Quartz first tour in the US! Amazing night, great music, high energy, the best outfits!",10 months ago,2023-05-29 13:02:47.957764,,,,4,21,86,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,6d98a364eae2dd81fca708ce8db773c8,4,"Decent venue, pretty good stage and sound.",10 months ago,2023-05-29 13:02:47.961234,,,,0,86,81,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,7e32001e68f383970d5f7730c1cd88f1,5,"Great bar. Sweet stage. Great employees. Aaron, thanks! Saw the Codefendants and Zeta kill it!",10 months ago,2023-05-29 13:02:47.964176,,,,2,269,1140,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,a7f35e0a39091959478371334e5c15cc,5,,10 months ago,2023-05-29 13:02:47.967013,,,,0,22,22,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,e38ff3e9cf016d768c3705674bc317e2,5,The best music venue in SF.,10 months ago,2023-05-29 13:02:47.969536,,,,0,37,21,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,b696eeaa7e5e71450aa3456581073abf,5,,10 months ago,2023-05-29 13:02:47.971970,,,,0,2,5,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,63c097253f3de5cf739c60c3bae0a6ca,5,,10 months ago,2023-05-29 13:02:47.974241,,,,0,1,,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,e74ef0ce47f8ce10b4f12b8b31187b0d,5,,11 months ago,2023-04-29 13:02:47.976273,,,,0,2,3,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,06fbaa0b5e685d026477169c74a26598,5,This is probably my favorite venue Ive been to in my life so far. The small intimate space is so good and I loved being to finally see Screaming Females live!,11 months ago,2023-04-29 13:02:48.441867,,,,0,21,24,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,5469e86ece307e6a3ba198711e1ff892,5,"One of our many wonderful venues in town. Enjoy from a wide variety of touring and local artists and admire the old calendars on the wall wondering which weeks you would have liked to have been there (or maybe were there) in the 90s and early 2000s. Good food if you need a bite during a show too, not always the easiest to come by!",11 months ago,2023-04-29 13:02:48.446542,,,,3,189,133,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,9d671517b1798431cdcbbc207a90af11,5,,11 months ago,2023-04-29 13:02:48.450623,,,,0,39,16,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,755ba039b0ef31c307edf20685070fba,5,,11 months ago,2023-04-29 13:02:48.453643,,,,0,8,,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,585f83e8ac1ee88b570fd9c987d6cba7,5,"first time at this place. intimate, approached the band afterwards. would definitely return. especially since parking wasnt difficult for it being SF.",11 months ago,2023-04-29 13:02:48.456493,,,,1,20,20,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,64263a5c1749e63fef4e66a0d765db9d,5,,11 months ago,2023-04-29 13:02:48.459284,,,,0,12,15,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,e5a2b328f0a9038a536a4f1d5fb24113,5,One of the last remaining true dive music bars in SF,11 months ago,2023-04-29 13:02:48.461680,,,,0,25,1,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,b409603faafab8be91221340b791cf26,5,,11 months ago,2023-04-29 13:02:48.464511,,,,0,4,8,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,260abffbe8383ce1fc5784730169b45d,5,,11 months ago,2023-04-29 13:02:48.466964,,,,0,19,41,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,fa9e67f5052974a38fc843b8f2bc3280,5,,11 months ago,2023-04-29 13:02:48.469433,,,,0,462,2882,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,cd877a6f7a6271983275e9217ea582e3,5,Glad this venue still exists! A staple of SF music,a year ago,2023-03-29 13:02:48.978950,,,,0,152,536,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,33ac881a588e48c0aae19e5872c18754,5,,a year ago,2023-03-29 13:02:48.982563,,,,0,131,516,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,ad5520058b75afd181c849a782d30f1a,5,,a year ago,2023-03-29 13:02:48.985471,,,,0,30,411,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,9fc1d527e0e9714bfb34c64e18c7d1f7,5,,a year ago,2023-03-29 13:02:48.987956,,,,0,15,1,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,d4bca236347bfd688526e5689a879cac,5,OMG What a great place to see a concert!! Small venue with a big punch!!,a year ago,2023-03-29 13:02:48.990443,,,,0,161,62,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,6e2de959afb79deca06378585e57f1d6,5,"One of The Last Mohicans, last bastion of punk rock venues left in SF. As long as BoTH exists, I will still hold out hope for this once Podunk Backwater Barbary Coast Town of mine that I LOVE so much and moved to in 1996 with hope and a dream!",a year ago,2023-03-29 13:02:48.993174,,,,0,310,1299,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,4c618adfd170190c2f09cfb3150c6d5f,4,,a year ago,2023-03-29 13:02:48.995629,,,,0,211,448,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,db58626c6ef6e13b6d5da5d7d6700fbc,5,,a year ago,2023-03-29 13:02:48.997698,,,,0,20,10,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,056daffc302b9c62e527e726f786ce08,5,Amazing acoustics in this place for close personal live shows! Excellent venue! Friendly people,a year ago,2023-03-29 13:02:48.999849,,,,1,3,1,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,1b461203e527217a8124f062042b4f75,5,Such a cool venue,a year ago,2023-03-29 13:02:49.001968,,,,0,7,2,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,4289a04f261b179218aa2f3fe405d7ed,5,,a year ago,2023-03-29 13:02:49.497903,,,,0,105,320,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,e095d4aacf825ec062473f9ecce9b100,4,,a year ago,2023-03-29 13:02:49.501644,,,,0,99,740,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,66a0fe99a18b077ce81e8b31482f939b,5,Excellent food and a perfect back patio.,a year ago,2023-03-29 13:02:49.504909,,,,0,55,5,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,581270b0d7d5ae22e771b09befb377ec,5,,a year ago,2023-03-29 13:02:49.508145,,,,0,38,19,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,6ad30fb07df3f6c882579af1a0bc924e,4,,a year ago,2023-03-29 13:02:49.510660,,,,0,7,2,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,ba776e99e200d2b7d811a639ed5d1a4e,5,,a year ago,2023-03-29 13:02:49.513215,,,,0,11,5,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,ab44d61d901e99974602bae1661e1e7d,5,,a year ago,2023-03-29 13:02:49.515774,,,,0,20,3,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,4cad8256460564b9afcd915d2fc05c71,5,Best venue for live bands in SF.,a year ago,2023-03-29 13:02:49.518178,,,,0,35,1,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,3ccfbdf78f713321e63622fe98d03711,4,"Fun little venue, very intimate. Been here twice now, first time we were able to grab a couple seats, second time not so lucky. More seats would be 5 stars. Without a seat it makes it really hard to have a nice cold beer and a tasty garlic cheeseburger from their kitchen!",a year ago,2023-03-29 13:02:49.520745,,,,0,68,34,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,46c880263e0baabe2132e717e1ff5e14,5,,a year ago,2023-03-29 13:02:49.523306,,,,0,111,296,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,8b2c0eb8f5a175914297f2473994d9a9,4,"Good music, ambiance and good drink prices.",a year ago,2023-03-29 13:02:50.026530,,,,0,32,42,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,ceab671063fc919253fbb300ca4d6eed,5,"Been going for years, so many memorable nights, great staff great small, homey venue",a year ago,2023-03-29 13:02:50.030460,,,,0,1,,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,60aa276904069db6271fd8e20447c9b6,5,"Such a fun spot! Great live music here. The venue itself is spacious, with nooks for sitting or standing. Clean bathrooms. No issues getting a drink at the bar and awesome people serving drinks.",a year ago,2023-03-29 13:02:50.033810,,,,0,128,464,True,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,4350a8fdfa381ed53ffd759c3398823b,5,So many good nights here,a year ago,2023-03-29 13:02:50.037259,,,,0,23,3,False,,
ChIJQcdLBsx_j4AROyDSIMBYKH8,Bottom of the Hill,000b18f4db70d24d89c7d36720b2bf42,5,Legendary Venue with amazing staff,a year ago,2023-03-29 13:02:50.040419,,,,2,29,18,False,,
